,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"baɪsɪkəl,pul,sɪkəl,eɪkɔn,ʃeɪk,wɜlpul,kul,kɔl,haɪt,pʊt","ʃakəl,bəlun,tul,pəlut,kul,pul,tɔl,kɔl,wɜlpul,sɪkəl","pɪd͡ʒən,wɪspə,tit͡ʃə,baɪɒləd͡ʒi,kat͡ʃ,spaɪdə,kɪt͡ʃən,bit͡ʃ,bit͡ʃ,paʊdə","skəʊld,spɪl,badmɪntən,spid,bəʊl,baskɪt,vɒdkə,matə,bad,skul","spaɪdə,badmɪntən,wɪspə,njuzpeɪpə,spɪnɪt͡ʃ,vɒdkə,skanə,baskɪt,spɪndəl,bɪtə","pɛtəl,apəl,mɛtəl,paɪnapəl,pɛsəl,hɒspɪtəl,həʊl,həʊl,ʃʌtəl,pil","spɹɛd,kɹɔl,pɛsəl,kasəl,mɛtəl,pɹɛʃə,apəl,ɹɛd,pɛtəl,pil","ʃaʊə,saʊə,tjubə,fit͡ʃə,skɜt,lɪst,stjuədɛs,ʃɜt,ʃaʊt,ɹɪst","laɪk,laɪk,spaɪk,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,haɪt","skaɪskɹeɪpə,keɪk,laʊdspikə,peɪpə,taɪɡə,kʌlt͡ʃə,teɪbəl,teɪbəl,steɪbəl,weɪtə","stɹɛt͡ʃ,nɛst,lɛs,ɹɪlɪd͡ʒən,lɪst,ɹɪst,lɛft,lɛft,wɜk,lɪli","stɹɔbəɹi,stɹɛt͡ʃ,laɪ,laɪ,tɹɛʒə,fəɹɛvə,ɹʌbə,ɹɛfəɹi,stɑ,skaɪ",,,"kɔn,ɹɛkɔd,kɔ,spun,kɑ,pɒpmjuzɪk,kɔl,bəlun,wɔn,jist",,,"ɹɛfəɹi,nɜsəɹi,stjuədɛs,lɛft,lɛft,ɹɪst,nɛst,lɛs,wɔk,wɔp","nɜsəɹi,stjuədɛs,sɜkəl,stɹɛt͡ʃ,sɜtən,tiʃɜt,standəd,swɒn,nɛst,junɪvɜs","ɹɛfəɹi,nɜsəɹi,θɜsti,stɹɛt͡ʃ,stjuədɛs,fɜst,ti,swɒn,ɹaʃənəl,stɹɔbəɹi",,"ə 15%, ɪ 13%, s 12%, l 12%, t 12%, a 9%, k 9%, p 7%, ɹ 6%, n 6%"
ən,"mɪnɪt,lɪnɪn,mɪnɪməm,mɜkjʊɹi,pɹɪnt,mɪnt,skwɒt,ɪnhɛɹɪt,wʊd,sɪmɛnt",,"dju,spɪt,baskɪtbɔl,skul,nju,du,swɒləʊ,dɹɔ,skwɒt,tjulɪp","ʃeɪp,pɹəʊɡɹamə,spaɹəʊ,skwɒt,laɪbɹəɹi,paɪp,bambu,kləʊk,bləʊ,sɛntɪpid",,"stju,dju,nju,skwɒt,spɪt,ju,ju,njuzpeɪpə,stɹɔ,skaɪskɹeɪpə",,"ʃɛdjul,nɛbjʊlə,tjulɪp,səʊləsɪstəm,maɡnɪtjud,səʊld͡ʒə,kalkjʊleɪt,pɒpjʊleɪʃən,nɛptjun,ʃəʊldə",,"mɪnɪməm,manɪd͡ʒə,pɹaɪmmɪnɪstə,faɪnəli,sɪnəmən,nɛbjʊlə,kaməmaɪl,linɪənt,hamə,wɔtəmɛlən",,,,,,,"sɪt,dju,wɔ,ju,ju,nju,swɒmp,ɡʊd,wʊd,bɔɪ",,"nju,dju,stju,mɒnjumənt,stjudənt,kaʃju,ju,ju,ɛndjʊə,tjuzdeɪ","wɒt,nɛptjun,sɪmɛnt,skwɒt,swɒn,swɒmp,wɔp,sʌmwɒt,neɪm,wɒnt","wɒlɹəs,swɒləʊ,sɛkɹətɹi,nɜsəɹi,səʊp,wɔdɹəʊb,nɛptjun,səsaiəti,zəʊdiak,ɹəʊbɒt","sɛkɹətɹi,deɪnd͡ʒəɹəs,tɛknɒləd͡ʒi,nɛptjun,t͡ʃɛstnʌt,kamfətɹi,ɔlðətaɪm,d͡ʒɛləs,wɒlɹəs,t͡ʃɜp",,"ə 14%, ɪ 14%, t 12%, n 12%, s 12%, p 8%, m 8%, l 7%, k 7%, a 7%"
əŋ,"wɪn,wɛn,wɛn,ðɛn,waɪn,bin,pleɪn,pleɪn,kɹeɪn,kɹeɪn",,"faɪnəli,ɹɪspɒnsɪbəl,mɛməɹi,mʌlbəɹitɹi,pjupəl,ləʊkəl,maməl,meɪpəl,pəlismən,baɪsɪkəl","sand,fɹɒm,fɹɛnd,sil,slaɪd,slaɪd,wɔm,məʃin,wɒʃɪŋməʃin,mʌʃɹum","ləʊ,kaʊ,dəʊ,haʊ,ɹəʊl,nəʊ,bəʊ,ɡəʊ,təʊ,sləʊ","dəʊ,snəʊ,nəʊ,ɹəʊl,bəʊ,təʊ,ɡɹəʊ,bəʊl,sləʊ,wɪndəʊ","maksɪməm,faɪbə,ɡɔlbladə,ɹɪmɛmbə,pɹaɪmmɪnɪstə,pəʊləbeə,dɹaɡənflaɪ,vɪnɪɡə,maθɪmatɪks,ɛkspɛɹɪmənt","tɔneɪdəʊ,tɹeɪn,tɹeɪn,ɹeɪnbəʊ,pɛnɪtɹeɪt,bəʊ,bəʊt,snəʊ,tɹɛmbəl,bəʊl","tɹɛmbəl,bɪtwin,kwin,tɹeɪn,tɹeɪn,pɛnɪtɹeɪt,kɹeɪn,kɹeɪn,pleɪn,pleɪn",,"eɪt,eɪpɹəl,weɪt,weɪt,pleɪt,heɪt,bɹeɪk,weɪtə,əʊkeɪ,ɹeɪk","pɹeɪ,pleɪ,pleɪ,pleɪt,bɹeɪn,pleɪn,pleɪn,peɪpə,haɪ,peɪ","tɛknɒləd͡ʒi,nɛbjʊlə,tɔneɪdəʊ,ɹəʊl,fɒləʊ,maɪkɹəʊweɪv,vɒlkeɪnəʊ,dəʊneɪt,təmɒɹəʊ,pɹəʊɡɹam","ləʊ,laɪ,laɪ,ləʊkəl,ɹaɪnəʊ,hələʊ,taɪ,waɪ,səʊ,səʊ",,,"ɪmad͡ʒɪn,ɹɪmɛmbə,mɪnɪməm,manɪd͡ʒə,pɹaɪmmɪnɪstə,klinə,maksɪməm,nəʊvɛmbə,klin,pɑmɪzan",,"taʊn,kaʊ,kaʊnt,kəntɹəʊl,ɹəʊl,saʊnd,daʊn,nəʊ,snəʊ,kandi","ɔdɪnəɹi,daɪnɪŋɹum,ɹaɪnəʊ,deɪnd͡ʒəɹəs,anɪməl,ɡasəlin,nɜsəɹi,kamfətɹi,faɪnəli,d͡ʒanjuəɹi","deɪnd͡ʒəɹəs,ɹəʊm,eɪnd͡ʒəl,sɛkɹətɹi,dəʊm,nɛptjun,dəʊneɪt,ɔdɪnəɹi,aɹəʊ,kamfətɹi","eɪpɹəl,kaməl,deɪnd͡ʒəɹəs,kamfətɹi,eɪnd͡ʒəl,kɒɹəl,pianəʊ,teɪbəl,teɪbəl,hələʊ",,"ə 16%, ɪ 15%, n 12%, l 9%, ɹ 9%, a 9%, t 9%, ʊ 8%, s 7%, m 7%"
ɤʊ,"ɛndjʊə,bɒdi,mʌndeɪ,smuði,nju,stju,ðeɪ,baskɪtbɔl,bɔɪ,θɜzdeɪ",,"hi,pɒpi,bɔɪ,hapi,hɛvi,mʌŋki,pi,θɪk,θɪk,kɒfi","əʊkeɪ,peɪ,pɒpi,keɪk,hapi,beɪbi,kʊki,ɑkɪtɛkt,pɑtɪkəl,pɒkɪt","neɪkɪd,mɑkɪt,katəpɪlə,meɪbi,beɪbi,kɪdni,matə,ɡɪlti,ɪɹɪɡeɪt,ɑkɪtɛkt","kandi,ɪndʌstɹi,vɒljum,θɜsti,hand,dʌstbɪn,dʌstpan,nɛtwɜk,ɜθ,ɜθ",,,,,"əʊkeɪ,neɪkɪd,mɑkɪt,peɪ,atɪk,hapi,leɪdɪbʌɡ,pɒkɪt,teɪk,pɒpi","hapi,mɑkɪt,leɪdɪbʌɡ,pɒpi,peɪ,hi,əʊkeɪ,pɒkɪt,atɪk,neɪkɪd","hi,θɜsti,stɪl,lɪli,ɹɛdi,ni,ti,valɪ,stɪk,stɪk",,,,"bɔɪ,pɒpi,hi,bɑk,bɑk,hɛvi,bɔɹɪŋ,pɑk,bɑ,kɒfi",,"katəpɪlə,hapi,kaktəs,ɐtak,ɑkɪtɛkt,əʊld,əʊld,ɡɪlti,aftə,meɪbi","θɜsti,θɜzdeɪ,ɪndʌstɹi,nʌt,mʌndeɪ,hʌt,nɜsəɹi,θɹi,dɪsdeɪn,hɜt","θɜzdeɪ,θɜsti,ɐtɛnd,mʌndeɪ,dɜti,ɪndʌstɹi,steɪ,kandi,ɑkɪtɛkt,nɜsəɹi","θɜsti,hi,θɹɪfti,θɜzdeɪ,steɪ,ti,dɜti,stɪŋki,hapi,sɪti","hɪl,kɪl,heɪl,nɜv,mɪl,weɪl,ɔkɪd,spɪl,ɹʌf,teɪl","ɪ 21%, t 15%, k 11%, i 9%, d 8%, e 8%, s 7%, l 7%, ə 7%, n 6%"
ɨ,,,,,,,,,,"laɪbɹəɹi,zɛbɹə,laɪk,laɪk,laɪ,laɪ,ɹaɪt,ɹaɪt,ɹaɪt,satəlaɪt",,,"zɛbɹə,sʌmtaɪmz,paɹət,laɪlək,teɪlə,paɪlət,pɹətɛkt,ɹɛptaɪl,teɪbəl,teɪbəl","steɪbəl,teɪbəl,teɪbəl,keɪk,ʃʌvəl,bɹant͡ʃ,bɹeɪk,bladə,teɪk,bɹʌðə",,,,,,,,,,"ɪ 15%, ə 13%, l 13%, t 12%, a 10%, s 9%, ɹ 8%, p 7%, k 7%, b 6%"
ɯʌ,,,"fɪzɪks,fɪks,waks,kɔz,mɪks,sɪks,kaktəs,ɡus,bɒks,ɡʌts","fɪks,kɹaɪ,kɒfi,ɛɡzaktli,fɪzɪks,pɹɪdɪkt,pɹaktɪs,waks,sɪks,fɹɪkʃən","waks,wɪð,ɡɹɪd,kul,ɡɹas,weə,weə,kɒf,kɒfi,kɔz","mɪnɪt,mɪnt,mɜkjʊɹi,pɹaɪmmɪnɪstə,maɡnɪtjud,mɪnɪməm,maɪn,kɹeɪn,kɹeɪn,lɪnɪn",,,,"ɹɪlaks,lɪɹɪks,dɹɪŋk,ɹɪɡɹɛt,lɪtɹɪt͡ʃə,ɡɹas,ɡɑlɪk,kɹaɪ,ɡlas,pɹɪdɪkt","bɹɪk,ɡɹɪd,dɹɪŋk,kɹɪkɪt,bɹaɪt,ɡɹas,blak,kʊk,kʊk,wɒʃ","kaɹɪktə,lɪtɹɪt͡ʃə,daɪɹɛkʃən,dɹɪŋk,dɪstɹɪkt,tɹɛʒə,ɡaɹɪd͡ʒ,ɡɑlɪk,ɡɑbɪd͡ʒ,dɪlɪd͡ʒənt","kɒntɹakt,dɹɪŋk,wɒlɹəs,ɹɪlaks,dɪstɹɪkt,kwɪlt,stɹɪkt,dɹɪp,bɪldɪŋblɒk,dwɔf","kwɪlt,kʌvə,sɪlvə,sɪlvə,ɡɹandfɑðə,kwɑsɑ̃,ɡaɹɪd͡ʒ,ɡɑlɪk,klɒzɪt,skweə",,,"kɒfi,kɒf,dɹɪŋk,kɔz,lɪɹɪks,kɒntɹakt,ɡus,kɑ,ɹɪlaks,fɪks",,"kat,kaktəs,kaʊnt,kɜvd,kɑt,ɡɪft,kat͡ʃ,ɡɪv,ɡus,ɡɹaʊnd","dɹɪŋk,ʃɹɪŋk,kɑt,dɹʌŋk,djʊəɹɪŋ,tɹʌŋk,kaktəs,dɑk,tɹʌk,bɪldɪŋ","dɹɪŋk,dɪstɹɪkt,kɒntɹakt,kaktəs,dɪsɛnd,fɪzɪks,paŋkɹiəs,bɪldɪŋ,ɡɹas,ɪŋkɹis","kamfətɹi,kɑt,kaktəs,kat͡ʃ,kaɹɪktə,paŋkɹiəs,kasəl,tɹɛʒə,kɒntɹakt,tɹʌŋk","kwɪlt,twɪɡ,wɪn,dɹɪŋk,ɡɛs,ɡɪv,ɡɹɪd,dwɔf,wɪð,wɪt͡ʃ","ɪ 18%, k 17%, t 10%, ɹ 10%, a 9%, s 8%, ə 8%, l 8%, n 6%, d 6%"
ɻ,,,,,,,,,,,,,,,,,,,,"lus,ɹuɪn,bin,luz,luz,ɹut,ɹul,tuθ,du,ɹuf","tul,tuθ,ɹul,luz,luz,ɹulə,pul,kʊʃən,kul,lus","tuθ,tul,luz,luz,tu,tu,tu,laɪt,laɪt,laɪt",,"l 17%, ə 13%, u 11%, t 11%, i 10%, ɪ 9%, ɹ 8%, n 7%, d 7%, ʊ 7%"
ʊŋ,,"bəlun,weɪv,bluz,wiv,ɛvɪdəns,luz,luz,kibɔd,nudəl,keɪɒs","ɪmpʌls,ɪnsɛns,ɛkspɛnsɪv,ɛvɪdəns,kəʊɪnsɪdəns,pants,ɪnsaɪd,pɹɪns,pɹɛfɹəns,apəlpaɪ","ɛkspiəɹɪəns,patən,apəlpaɪ,faktəɹi,kəʊɪnsɪdəns,kəmpʌlsəɹi,saiəns,pɹɪns,ɔdiəns,ɛvɪdəns","wiv,tul,weɪv,tuθ,wɪð,sikwəns,ɡɪv,kiwi,iɡəl,skwiz",,"dʌsk,nɜvəs,kʌvə,təɡɛðə,kwɪlt,ɹɪvə,dɛzət,skwiz,skwɪd,bɹʌðə",,,"labəɹɪnθ,tɹampəlin,tɹɛmbəl,dʌbəl,ɹɛnt,lɛnz,lɛvəl,lɛŋθ,avəlanʃ,tɔɪlɪt","ɪmpʌls,d͡ʒɔɪnts,ɪnsɛns,ɪnsaɪd,ɪmpɔtənt,pɹɪns,ɛvɪdəns,ant,ant,sɪns","pɹɪns,kɒfi,pants,sɪns,pɒpi,tuθ,ɪnsɛns,ɛmpti,ɪnsaɪd,d͡ʒɔɪnts","ɹɪlis,lɪli,famɪli,ɪlɛktɹɪsɪti,tɔɪlɪt,ɹɪspɒnsəbɪlɪti,lɪɹɪks,ɪlɛktɹɪʃən,ɹɪlɪd͡ʒən,dɪlit","lamp,sɪlk,dɪlɪd͡ʒənt,dɪzi,tɔɪlɪt,ɹɛnt,dɛd,stamp,tɔɪ,dans",,,"bʌbəl,faɪnəli,mʌlbəɹitɹi,stɹɔbəɹi,bɛvəɹɪd͡ʒ,ɒpəɹə,pjupəl,labəɹɪnθ,pəlut,dʌbəl",,"ɛvɪdəns,təɡɛðə,ɪmpʌls,bakwədz,kɑpəntə,hɪbɪskəs,kənsɪdə,pɪvət,dɹaɡənfɹut,ɐkaʊntənt",,"dɛd,sɪmɛnt,tɜbɪd,pɹɪnt,teɪbəltɛnɪs,dɛns,dɛntɪst,dɪziz,tɛmpəl,ɹɛnt","ɛkspɛɹɪmənt,kɹɪsanθəməm,teɪbəltɛnɪs,sɛptɛmbə,pɹɛzɪdənt,sɪmɛnt,pɹɪnt,pɹɪnsɛs,spɪnɪt͡ʃ,kəmpeə",,"ɪ 16%, ə 13%, n 12%, s 11%, t 11%, l 10%, p 8%, ɹ 7%, a 6%, k 6%"
∅,,,,,,,,,,,,,,,,,,,"diteɪl,tim,tiə,kənteɪn,ɹeɪvən,ʌniən,ɒn,ɡɑdən,ɡɹəneɪd,ɡeɪm",,,,,"ə 19%, n 16%, e 12%, t 10%, ɪ 10%, d 8%, k 7%, i 6%, ɹ 6%, l 5%"
,"ɪ 20%, n 13%, t 12%, k 9%, ɹ 9%, ə 8%, p 8%, b 7%, a 7%, s 7%","ə 19%, ɪ 12%, n 11%, l 11%, s 9%, k 8%, p 8%, t 8%, d 7%, b 7%","ɪ 14%, ə 13%, k 11%, t 11%, s 10%, l 9%, p 9%, a 8%, n 8%, ɹ 6%",,"ə 21%, ɪ 12%, l 11%, n 9%, i 9%, k 9%, t 8%, a 8%, s 7%, ɹ 6%","ə 15%, t 12%, n 12%, s 12%, ɪ 12%, m 8%, a 8%, l 8%, d 7%, k 7%","ə 20%, ɪ 14%, n 11%, t 9%, a 9%, l 9%, s 8%, d 7%, ɹ 7%, k 6%","t 15%, ɪ 14%, ə 13%, l 11%, p 10%, s 9%, a 8%, n 8%, k 7%, m 6%",,"ə 14%, ɪ 13%, l 12%, ɹ 11%, t 11%, a 10%, n 10%, s 8%, d 6%, k 5%","ɪ 18%, ə 13%, t 13%, k 10%, l 9%, s 8%, a 8%, n 8%, ɹ 7%, p 6%",,"ɪ 17%, t 12%, ə 11%, l 11%, s 10%, ɹ 10%, a 8%, n 8%, k 8%, d 6%",,"ɪ 18%, ə 16%, n 12%, s 10%, l 9%, t 9%, k 8%, ɹ 7%, ɛ 6%, a 6%",,"ɪ 14%, ə 13%, l 11%, k 10%, a 10%, t 9%, ɹ 9%, n 9%, s 8%, i 6%","ɪ 16%, ə 14%, n 14%, s 10%, m 9%, t 8%, l 8%, a 8%, i 6%, ɹ 6%","ə 18%, n 13%, ɪ 11%, t 11%, k 11%, a 9%, d 8%, i 7%, l 7%, ʊ 6%","t 15%, n 12%, ə 12%, ɪ 11%, s 10%, ɹ 10%, l 9%, a 7%, d 7%, i 7%","t 14%, ɪ 14%, ə 12%, s 12%, n 10%, ɹ 9%, k 8%, l 8%, d 7%, a 7%",,"ɪ 17%, n 13%, ə 12%, t 10%, s 10%, a 8%, k 8%, m 8%, l 7%, d 7%"
