,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
iɛn,,,,,"tɹɪliən,t͡ʃeəmən,mɪliən,bɪliən,ʃakəl,d͡ʒəɹeɪniəm,baktiəɹiə,patən,t͡ʃeə,siəɹɪəl","ʃaɪn,pɹɪsaɪs,saɪn,saɪn,satɜn,stəʊn,saʊnd,ɹɪtɜn,sɛntə,pɹɪntə","ʃaʊə,djʊəɹiən,təʊ,ziəɹəʊ,vju,djʊəɹɪŋ,dəʊ,saʊə,ʃadəʊ,haʊ","sɜtən,ɹɪtɜn,atəm,satəlaɪt,satɜn,patən,təmɑtəʊ,tɜtəldʌv,atɪk,tɜn","satɜn,patən,fɹɪkʃən,pɹɪzən,ʃɑk,sizən,swɪŋ,swɪŋ,satəlaɪt,sad",,"pɛlɪkən,skɛlɪtən,bɒtəm,satəlaɪt,atəm,aɪlənd,leɪk,ɐlɪtəl,blak,laɪk","pɛlɪkən,swɪŋ,swɪŋ,twɪɡ,skɛlɪtən,ɹɪfɹɪd͡ʒəɹeɪtə,fɹɪkʃən,pɒpjʊleɪʃən,kəlɪʒən,pɑtɪkəl",,,"ɪlɛktɹɪʃən,ɛksəsaɪz,daɪɹɛkʃən,səʊləsɪstəm,ɪlɛkʃən,aɪɹɪs,aɪɹɪs,ʃaɪn,ɔɹɪəʊl,tɹɪliən","ʃaɪn,swɪŋ,swɪŋ,saɪn,saɪn,fɹɪkʃən,sʌn,sʌn,slɪŋʃɒt,hʌɹɪkeɪn",,"slɪŋʃɒt,saɪn,saɪn,satədeɪ,ʃɑk,səsaiəti,nɛk,sɛkɹətɹi,ʃɑp,fɒɹən",,,,,"ʃɑk,t͡ʃɑt,taiəd,ɐtak,t͡ʃaɪld,saiəns,aɪɹɪs,aɪɹɪs,ʃɑp,t͡ʃat","ə 17%, ɪ 16%, s 11%, t 11%, n 9%, a 9%, l 9%, k 7%, ɹ 6%, ʊ 5%"
iɤʊ,,,,,"bɔɪl,mɛtəl,pɛtəl,pʊl,heɪl,feɪl,ɔɪl,teɪl,kɛtəl,fɪŋɡəneɪl",,"mɔ,bɔɪl,mɔtə,ɪmɔtəl,bɔɪ,dɔtəɹɪnlɔ,bʌtə,wɪndəʊ,dɔtə,mɛtəl",,,,,,,,"ɹəʊl,fʊtbɔl,pʊl,ɪmɔtəl,ɔtʌm,fʊl,bɪldɪŋ,əʊld,əʊld,ɔɹɪəʊl","swɪŋ,swɪŋ,swɪm,swɛl,fʊtbɔl,smɔl,pɛŋɡwɪn,ɔlweɪz,skɪn,hʌɹɪkeɪn",,"neɪm,sneɪl,fʊl,nɛk,vɪktɪm,mɪl,hɪl,pʊl,fɪl,nʌt",,,,,"bɪldɪŋ,ɪmɔtəl,ʌntɪl,əʊld,əʊld,bɔɪl,neɪm,smɔl,pʊl,ɔɪl","ɪ 19%, l 16%, t 11%, ə 10%, n 9%, d 8%, ɔ 8%, s 7%, ʊ 6%, m 6%"
iʊŋ,,,,,,,,,,,,,,,,"skwɪd,kwin,kwaiət,skweə,skwiz,pɹɪzən,təɡɛðə,skwɒt,pɹaɪvət,dɛzət",,"sɪmɛnt,ɹɪmɛmbə,zɛbɹə,pɹaɪmmɪnɪstə,neɪbə,nəʊvɛmbə,mɪnt,stɛpdɔtə,sɛntə,sɛptɛmbə",,,,,,"ɪ 14%, s 14%, ə 12%, t 11%, n 10%, m 9%, ɹ 8%, ɛ 8%, k 7%, p 7%"
u,"lɪtəlbɹʌðə,ɒfən,bɹʌðəɹɪnlɔ,fɑðəɹɪnlɔ,bʊʃ,pɒpjʊlə,spɑs,djʊəɹɪŋ,bɑ,ɹɒtən",,"pʊʃ,mɒθ,mɒs,bʊʃ,mɑt͡ʃ,ɒfɪs,ɑt͡ʃ,pɒpi,ləʊtəs,fɒks","fan,haŋ,pan,hapi,pi,fɪks,fat,fat,fɒks,pɒpi","iɡɹət,kɒɹəl,kaɹət,luz,luz,tuθ,bluz,t͡ʃuz,nidəl,nudəl","badmɪntən,mɪɹə,bɪɡɪn,bʌtə,bɪɡbɹʌðə,pɪɹɐmɪd,matə,bɪtə,bad,mʌðə","mɪɹə,ɡɹandfɑðə,jʊəɹanəs,bladə,maɡnɪt,maɡnɪtjud,ɡɹandmʌðə,maɹi,vɐnɪlə,bɐnɑnə","bɒtəm,bɒtəl,hɒspɪtəl,ɒtə,patən,badmɪntən,mɒθ,bɹəʊkən,pɪn,pɒt","bɒtəm,pɒkɪt,patən,bɒtəl,bɹəʊkən,hɒspɪtəl,bɹɪŋ,pɑtɪkəl,ɒptɪʃən,ɒtə","paɹədɒks,ɡladɪəʊləs,pɒlətɪks,ɐnaləsɪs,jʊəɹanəs,mɒzəɹɛlə,ɐpɹɒksɪmət,wɒlɹəs,ɛkspiəɹɪəns,ɹɪlaks","ɹəʊst,ɹəʊp,mɒθ,ləʊtəs,mɒs,ɹəʊz,laptɒp,nəʊtɪs,pɒlətɪks,paɹədɒks","ɒfən,mɒθ,vəlɒsɪti,bɹəʊkən,patən,ɒptɪʃən,kʊʃən,bɒtəm,mɒs,hɪp","land,lɛnd,ɹɪɡɹɛt,hʌndɹɪd,lɪɹɪks,ɡɹandmʌðə,lɪli,sɪɹamɪk,tɔɪlɪt,ɡɹandsʌn","hi,θɪk,θɪk,haŋ,sɪti,si,si,land,ti,sɪk",,,"pʌs,tɔt͡ʃ,bʌs,θɹʌʃbɜd,pʊʃ,tʌt͡ʃ,flaʃ,bɜt͡ʃ,dɹaɡənflaɪ,paɹədɒks",,"ɡɪv,hav,pɪvət,kaʒuəl,pɒpmjuzɪk,wiv,bɹið,kɑd,ivən,ivən","tɹɛmbəl,mʌðəɹɪnlɔ,sməʊk,hʌsbənd,mʌlbəɹitɹi,pjupəl,sɪmbəl,bʌbəl,pəlismən,bɹʌðəɹɪnlɔ","ɪndɪpɛndənt,bɪldɪŋ,bɛnd,dɪpɛndənt,sɛkənd,dɪsɛnd,bɪld,pʌpɪt,hʌndɹɪd,sandpɪt","θɪk,θɪk,vɪktɪm,stɪŋki,pɪŋk,θɪŋ,hɪt,bɛnd,dɪstɹɪkt,θɪŋk","hav,faɪv,feɪz,fɪʃ,haʊs,muv,haŋ,faɪd͡ʒ,pʊʃ,haʊ","ə 16%, ɪ 15%, t 10%, n 9%, l 9%, s 9%, ɹ 8%, k 8%, p 8%, a 7%"
uan,,,"ɡəʊt,kəʊt,bəʊt,əʊpən,ʃaʊt,kənstɹʌkʃənsaɪt,bɹəʊkən,kəmplit,kɹɪsanθəməm,aʊtsaɪd","ɡəʊt,kəʊt,kəmplit,bəʊt,bɹəʊkən,ʃaʊt,əʊpən,plant,ɡəʊst,kəʊst","ɡɑdənə,bɐnɑnə,laɪbɹəɹi,dɹaɡənfɹut,mɒnjumənt,nɛbjʊlə,vɒləntəɹi,kɒlənaɪz,linɪənt,ɡɑdən",,,,,"laʊs,laɪthaʊs,laɪt,laɪt,laɪt,ɹaɪt,ɹaɪt,ɹaɪt,naʊ,bɹaɪt","aʊt,laʊs,ɡəʊt,nəʊt,klaʊd,bɹəʊkən,bɹaʊn,kəʊt,ʃaʊt,laɪthaʊs","bɹəʊkən,kləʊk,ʃaʊt,blʌnt,pɹɒbləm,ɡɹəneɪd,bləʊ,ɡɹup,pɹɛzənt,pɹɛzənt","ɪlɛktɹɪʃən,lɪtɹɪt͡ʃə,planɪt,pɹəʊɡɹamə,ɪlɛktɹɪsɪti,ɪməʊʃən,tɛlɪskəʊp,tɹanspɔteɪʃən,ɛɡwaɪt,bɪtwin",,,,"dɹaɡənflaɪ,laɪt,laɪt,laɪt,flaɪ,flaɪ,laɪthaʊs,flaʊə,fɹaɪ,plaʊ",,"ʃaʊt,ɡaɪd,kaʊnt,aʊt,kaɪt,ɡəʊt,ɐbaʊt,kəʊt,ʃut,keɪk",,"kəʊt,ɡəʊt,kəʊk,sɛkənd,bəʊt,dɛkəɹeɪt,kəmplit,bɹaɪt,ʃaʊt,aʊt","ʃaʊt,kəʊt,kəʊk,ɡəʊt,kəmplit,bəʊt,haɪt,ʃeɪk,bɹəʊkən,faɪt","laɪthaʊs,kəʊt,haʊs,ɡaɪd,kənteɪn,ɡəʊt,kɹaʊd,klaʊd,daʊn,aʊt","ə 15%, t 13%, ɪ 12%, a 12%, n 11%, ʊ 9%, k 9%, ɹ 7%, l 7%, d 6%"
uaɪ,,,"fləʊt,ɹəʊst,kəʊst,kləʊs,nəʊt,kləʊk,kəʊt,ɡəʊst,məʊst,fʊt","kəʊst,kənsɪstənt,kəʊt,ant,ant,aʊt,kɪt͡ʃən,ɡəʊst,fʊt,kəmplit",,,,,,,,,,,,,"ɐbaʊt,pəʊstkɑd,kəʊst,kəmpjutə,dɪlɪd͡ʒənt,kəʊt,kənsʌltənt,pɹɛzənt,pɹɛzənt,aʊt",,,"ɹɪsɛpʃənɪst,siɐnɛməni,kɛmɪstɹi,ɐnɛməni,t͡ʃɛstnʌt,linɪənt,pɹɛzənt,pɹɛzənt,dɪspleɪsmənt,skɹɪpt",,,"aʊtsaɪd,ʃaʊt,kɹaʊd,klaʊd,kaʊ,haʊs,kaʊnt,kəʊt,kəʊst,laɪthaʊs","t 17%, ə 16%, n 13%, s 10%, ɪ 10%, k 8%, ʊ 7%, ɹ 7%, a 6%, m 5%"
ueɪ,,,"məʊmɛntəm,past,məʊst,ɪnstɹəmənt,aʃ,ɹʌst,ɒpəɹə,nəʊz,mat͡ʃ,ɹəʊst","məʊmɛntəm,stɹɛt͡ʃ,fɹɛʃ,ɐnɛməni,mɛməɹi,siɐnɛməni,mat͡ʃ,plʌmə,t͡ʃɛstnʌt,wɜm",,,,,,"lɪtəlbɹʌðə,kɔməɹənt,bɹʌðəɹɪnlɔ,stʌmək,dɹɔ,ləʊnli,nəʊ,ɹʌbə,ɪndʌld͡ʒənt,tɔt͡ʃ","ɹəʊst,ɪnstɹəmənt,lɒbstə,wɔdɹəʊb,məʊst,nəʊt,nəʊz,məʊmɛntəm,nɛbjʊlə,ɹəʊp","sɒft,stiə,stɒp,steə,ɹəʊst,past,stip,ɑt͡ʃ,ɹəʊp,hup","nɛkst,ləʊnli,nɛst,kɒntɛst,ɹʌst,stʌmək,ɹɛstɹɒnt,nɛk,wɜld,ɹəʊl","stɹɛt͡ʃ,kɹʌst,kɹʌst,tɹɛʒə,wɛst,plʌmə,plastɪk,fɹɛʃ,stɹit,tɹʌk",,,"kɔməɹənt,ɹʌbə,kɒlənaɪz,kʌlə,wɒlɹəs,kat͡ʃ,stʌmək,deɪnd͡ʒəɹəs,mɜdə,paɪlət",,"ɪmɪd͡ʒ,ʃɒpɪŋkɑt,ɪkɒnəmi,ɛnəd͡ʒi,ʃɒp,mɪɹə,t͡ʃɒklət,ɛnəmi,ɪmad͡ʒɪn,ɒpəɹə","tɹɛmbəl,stɹɔbəɹi,dʌbəl,tɹʌk,pəlut,ɹʌbə,tɒp,mɛməɹi,ɒpəɹə,stʌmək",,"wɜld,ɹɛnt,blʌnt,dɹʌŋk,tɹɛmbəl,wɜd,lɛnd,bɹɛst,hʌmɪŋbɜd,wɛst","kaʊnt,haʊl,wɛst,ɹəʊl,wɛft,haʊmʌt͡ʃ,wɔdɹəʊb,nɜv,nɛbjʊlə,ɹəʊm","ə 17%, t 15%, s 11%, ɹ 10%, n 10%, l 8%, m 8%, k 7%, ɪ 7%, p 6%"
uɑ,,,"flaʊə,fləʊt,flat,flaʃ,laʊs,flaɪ,flaɪ,klaʊd,flʌd,θɹɛd",,,,,,,,,,,,,,"flaʊə,flaɪ,flaɪ,flaʃ,slaɪd,slaɪd,θɹʌʃbɜd,flʌd,flat,θɹɛd",,,"tɹʌk,sʌk,tɜbɪd,dʌk,lʌk,ɹɛd,slaɪd,slaɪd,sɪɡəɹɛt,ɹɛptaɪl","θɹɛd,slantɪd,kɜvd,klaʊd,fɹɛnd,kɹaʊd,klam,slaɪd,slaɪd,kɹaʊdɪd",,"klaʊd,kɹaʊd,kɹaʊdɪd,flaʊə,klam,kɹaʊn,ɐbaʊt,flʌd,mɛɹiɡəʊɐɹaʊnd,laʊs","l 16%, a 14%, ɪ 13%, t 10%, k 9%, d 9%, ɹ 8%, ə 8%, ʊ 8%, s 7%"
uɑŋ,,,"kəʊt,flat,fləʊt,ɡəʊt,kəʊst,flaʃ,flʌd,fɹɒst,plan,bəʊt","kəʊt,plan,klam,kəmplit,flʌd,flat,flaɪ,flaɪ,fləʊt,wɛn",,,,,,,,,,,,,"dɹaɡənflaɪ,bʌtəflaɪ,flaɪ,flaɪ,flaʃ,slaɪd,slaɪd,flat,θɹʌʃbɜd,flaʊə",,,"slaɪd,slaɪd,θɹɛd,flʌd,flat,θɹʌʃbɜd,kəʊt,swɛt,swɛl,snɒt","tɹampəlin,pɜpəl,wɛpən,bɪtwin,slaɪd,slaɪd,bʌbəl,tɹɛmbəl,pɹɒbəbəl,lɛpəd","pɛlɪkən,kəmplit,kəʊt,θɹɛd,kəʊk,wɛpən,kwin,klaʊd,klin,bɛd","waɪd,waɪn,wɛn,wɛn,klaʊd,wɛb,wɛpən,kwin,ɹaɪz,ɡaɪd","l 14%, ə 12%, ɪ 12%, a 11%, t 10%, k 9%, n 9%, d 8%, ɹ 8%, p 7%"
uɔ,,,"maɪkɹəʊweɪv,paɪnapəl,maɡpaɪ,apəlpaɪ,meɪpəl,maɹəʊ,ɐɹaɪv,ɐlaɪv,pianəʊ,maməl","paɪnapəl,apəlpaɪ,pas,fəʊkəs,fɹɛʃ,past,kamfətɹi,mʌʃɹum,maɡpaɪ,mɑt͡ʃ","wiv,maɪkɹəʊweɪv,kaʒuəl,weɪv,nidəl,tsunɑmi,nɜv,nudəl,kɒɹəl,nis","mʌsəl,maɪn,mɛʒə,mɪɹə,matə,mɛtəl,man,maɡpaɪ,bazəl,ɪnɜʃə",,"mantəl,mɛtəl,meɪpəl,mʌsəl,mɪl,man,matə,paɪnapəl,bɒtəl,bazəl","maɪn,bɒtəl,past,mʌsəl,paɪnapəl,mantəl,meɪ,paɪn,kasəl,həʊp","naɹəʊ,hələʊ,nɜsəɹi,tɹaɪaŋɡəl,tɹavəl,nəʊ,swɒləʊ,ɹeəli,snəʊ,ɹaɪnəʊ","nəʊ,naɹəʊ,maɹəʊ,nɜsəɹi,naɪf,meɪ,ni,maɪkɹəʊweɪv,maɹi,maməl","kasəl,kaʒuəl,ɹaʃənəl,teɪkkeəɹɒv,mʌsəl,hələʊ,ɡasəlin,nɜsəɹi,bazəl,ikwəl","naɹəʊ,naɪf,maɹi,maɪkɹəʊweɪv,nɛk,maɹəʊ,meɪk,ɹeəli,laɪf,ɹeɪk","maməl,maɹi,nɜsəɹi,kaʒuəl,maɹəʊ,maŋɡəʊ,kasəl,maɡpaɪ,mʌsəl,nɛst",,,"fɹɛʃ,fɹaɪ,faiəflaɪ,θɹʌʃbɜd,tɹaɪaŋɡəl,bʌtəflaɪ,flaɪ,flaɪ,tɹaɪ,maɡpaɪ",,"wiv,kaʒuəl,ikwəl,iɡəl,wik,wik,weɪv,ɡɪv,maɪkɹəʊweɪv,ɜθkweɪk","tɹaɪaŋɡəl,sməʊk,tɹɛmbəl,smɛl,swɛl,snəʊ,smaɪl,aŋkəl,ɹɪŋkəl,tɹavəl","meɪpəl,pɜpəl,mɛtəl,bʌbəl,mantəl,paɪnapəl,pjupəl,tɹɛmbəl,maməl,pɛtəl",,"faɪv,weɪv,maɪkɹəʊweɪv,waɪf,naɪf,wiv,nɜv,ɐɹaɪv,meɪ,feɪz","ə 16%, ɪ 13%, a 12%, l 12%, m 11%, n 8%, ɹ 7%, t 7%, s 7%, k 7%"
uən,,,"kənsʌltənt,absənt,wʊlf,kəmpʌlsəɹi,ɪmpʌls,ɪnstɹəmənt,ɡɹup,pɹɒbləm,ɔdiəns,tɹanspaɹənt","hɪp,stip,kənsɪstənt,hapi,hɪt,hi,kəntɪnju,hɛlθi,stju,piəni","fɛbɹuəɹi,ɡɹup,iɡɹət,du,blu,ɡʊəd,lum,ɹum,tu,tu",,,,,"fɛbɹuəɹi,jʊəɹanəs,laɪbɹəɹi,nɛbjʊlə,bɹʌðəɹɪnlɔ,ɹɪɡɹɛt,dɹɔ,tɹanspaɹənt,ɡɔlbladə,blu","dɹɪp,lɪp,stip,lup,dɹɔ,lɒbstə,ɡɹup,ɹap,ɹuf,dju","hɪp,stip,lɪp,dɹɪp,sɪti,wɔp,ʃɪp,wɪp,ɹap,hɪt","sɪlk,skɹɪpt,splɪt,tɔɪlɪt,kwɪlt,tɹu,stɹɔ,tɹɪliən,skɜt,ɪlɛktɹɪsɪti","sandpɪt,dɹɪp,spɪt,sɪti,sɪblɪŋz,ɹɪspɒnsəbɪlɪti,sɛntɪpid,stɪk,stɪk,ɡɹavɪti",,,"mɜkjʊɹi,stɹɔbəɹi,swɒləʊbɜd,tjulɪp,laɪbɹəɹi,kjʊəɹiəs,dɹaɡənflaɪ,mʌlbəɹitɹi,pɹɒbəbɪlɪti,fɛbɹuəɹi",,,"ɐpɹɒksɪmət,ɪmidɪətli,nɛtwɜk,tɹap,stjuədɛs,pɹɒbəbɪlɪti,sɛkɹətɹi,skɜt,tɹu,skwɒt","stʌmp,stip,sɛntɪpid,pʌblɪk,stjupɪd,pʌb,dɹɪp,stɛm,stʌmək,pʌpɪt","hɪp,stjupɪd,dɹɪp,spɪt,stju,stɪk,stɪk,kəntɪnju,stip,fɛbɹuəɹi","stju,wɔ,wɔp,wɔm,dju,dɹɔ,ju,ju,stjupɪd,stɹɔ","t 14%, ɪ 12%, s 12%, ə 11%, ɹ 10%, p 10%, k 8%, i 8%, l 7%, n 7%"
y,,,,,"mətiəɹiəl,fɛbɹuəɹi,ɡɹin,pɹiviəs,ɡɹad͡ʒuəli,feəɹi,θiəɹi,siəɹiəs,kjʊəɹiəs,iɡɹət",,"jʊəɹanəs,fɛbɹuəɹi,ju,ju,d͡ʒanjuəɹi,mɒnjumənt,juʒuəli,ɑɡju,nju,junɪvɜs",,,,,,,,"teɪbəltɛnɪs,nɛɡətɪv,maɹɪɡəʊld,tɔneɪdəʊ,tɛknɒləd͡ʒi,tɛnɪs,ɔlweɪz,kɛmɪstɹi,bɪfɔ,bɪfɔ","ɐɡɛn,bɪɡɪn,keɪd͡ʒ,ɡɛs,pɪd͡ʒən,ɔlweɪz,kɛmɪstɹi,kɪs,dɪsdeɪn,kɪŋ",,"tɛknɒləd͡ʒi,ɪmidɪətli,ɡladɪəʊləs,snapdɹaɡən,naɹəʊ,mɛlədi,nɛɡətɪv,swɒləʊ,teɪbəltɛnɪs,snəʊ",,,,,"vju,ju,ju,hɛvi,hɛvən,nju,fju,ɹɪvju,kəntɪnju,ɑɡju","ɪ 14%, ə 14%, n 13%, s 11%, t 10%, ɹ 9%, i 9%, l 8%, m 6%, a 6%"
yn,,,,,,,,,,,,,,,"nəʊz,kɒlənaɪz,neɪbə,pəʊləbeə,ɡladɪəʊləs,ɹəʊl,nɛbjʊlə,pɒlətɪks,maɹɪɡəʊld,ɹəʊz","ɡɹəneɪd,kɹaʊdɪd,ɹeɪdɪəʊ,deɪt,kənteɪn,ɡladɪəʊləs,kɹeɪn,kɹeɪn,kəmpeə,t͡ʃeəmən",,"siɐnɛməni,snapdɹaɡən,nɛɡətɪv,ɪmidɪətli,ɐnɛməni,labəɹɪnθ,anɪməl,ɐnaləsɪs,kɒlənaɪz,mɪnɪməm",,,,,"ɛvɪdəns,kəʊɪnsɪdəns,faɪv,sɪns,ɪnsaɪd,haɪɐsɪnθ,hav,faɪnans,ɐnaʊns,kənsɪdə","ɪ 19%, ə 17%, n 13%, s 9%, l 8%, a 8%, d 7%, t 7%, ɹ 7%, m 6%"
yœ,,,,,"ziəɹəʊ,mɒdəl,juʒuəli,mətiəɹiəl,ɹɪspɒnsɪbəl,nudəl,eɪpɹəl,ɪkɒnəmi,bɒɹəʊ,bəlun",,,,,,,,,,"maɪkɹəʊweɪv,bɪɡsɪstə,məʊst,ləʊkʌsttɹi,baɪɒləd͡ʒi,maɹəʊ,tsunɑmi,ɛkspləʊd,kɛmɪstɹi,ɔlməʊst","baɪɒləd͡ʒi,ɛkspləʊd,tɛknɒləd͡ʒi,dɪspleɪsmənt,ɛnəd͡ʒi,vɒlkeɪnəʊ,beɪsbɔl,kɹeɪzi,nəʊvɛmbə,tsunɑmi",,"mɛməɹi,meɪbi,ɛnəd͡ʒi,maɹəʊ,nəʊ,meɪ,siɐnɛməni,snəʊ,tɛknɒləd͡ʒi,stɹɔbəɹi",,,,,"mɒnjumənt,izi,ðeɪ,ɐsɪstənt,ɛnəd͡ʒi,mɒnstə,amfɪθieɪtə,mʌndeɪ,juʒuəli,hɪstəɹi","ə 17%, ɪ 13%, s 12%, m 10%, t 9%, ɹ 9%, n 9%, i 8%, l 7%, a 7%"
yɛn,,,,,,,,,,,,,,,"tɛknɒləd͡ʒi,pəʊləbeə,d͡ʒəɹeɪniəm,kɒlənaɪz,tɔneɪdəʊ,ɡladɪəʊləs,t͡ʃeəmən,nɛɡətɪv,maɹɪɡəʊld,maɪkɹəʊweɪv","ɔɹɪəʊl,d͡ʒəɹeɪniəm,ɔlweɪz,t͡ʃeɪn,t͡ʃeəmən,pəʊləbeə,maɪkɹəʊweɪv,beɪsbɔl,sɔd,ɔl",,"snapdɹaɡən,pəʊləbeə,nʌtmɛɡ,ɐnɛməni,siɐnɛməni,ɪmidɪətli,nɛbjʊlə,tɛknɒləd͡ʒi,nɛɡətɪv,ɔɹɪəʊl",,,,,"satəlaɪt,vɒləntəɹi,d͡ʒulaɪ,satədeɪ,ʃeɪk,ɐɹaɪv,saɪlənt,ɐlaɪv,spaɪdə,apəlpaɪ","ə 18%, ɪ 18%, l 11%, n 11%, s 8%, a 8%, ɹ 7%, t 7%, ʊ 6%, m 6%"
ɑ,"bɑn,jʌŋ,bɒm,bɑ,jɑn,haŋ,bɑk,bɑk,ɡʌn,veɪn",,"ʃeɪk,pɔt,bʊk,bɹeɪk,bɔd,bɔɪ,pʊt,ʃeɪp,pʌblɪk,pɔ","hi,θɪk,θɪk,kɒfi,feəɹi,fɪks,ʃi,hɛlθi,ʃeɪk,θiəɹi","kaʃiə,t͡ʃiz,ki,kaləndə,ɡɪv,kɪs,d͡ʒaz,t͡ʃuz,ʃaʊə,kaʊ","bad,mɒs,ðat,bat,bɪld,vɒdkə,mɑz,mɪnt,and,ant","beə,beə,ɡɹandfɑðə,ɡɔlbladə,bɪɡsɪstə,ɡɹandmʌðə,wɪspə,ðeə,bɪld,bad","ʃɪp,t͡ʃɪp,hɪl,hɪt,sɪt,ʃild,ʃeɪp,hɪp,pʊl,ʃip","hɪt,hi,hat,heɪt,ʃi,hapi,sɪt,pi,pleɪt,hɪl","flaɪ,flaɪ,flaʃ,bʌtəflaɪ,fɹaɪ,slaɪd,slaɪd,flʌd,flat,dɹaɡənflaɪ","bʊk,kʊk,kʊk,ʃeɪk,bɔɪ,bʊt͡ʃə,pʊt,ʃi,t͡ʃɪp,t͡ʃɪli","hi,ʃi,θɪk,θɪk,kʊki,sɪti,pʊə,ki,hɪt,si","ɡalɐksi,lɪli,ɹɪlis,ɹɪlaks,sɪlvə,sɪlvə,bɪld,dɪlɪd͡ʒənt,ɹɪspɒnsəbɪlɪti,laɪlək","maɹi,ɡɑbɪd͡ʒ,manɪd͡ʒə,mʌʃɹum,ɡaɹɪd͡ʒ,mɑz,manɪd͡ʒ,mɛʒə,mʌðə,kabɪd͡ʒ",,,"kɒfi,jʌŋ,valɪ,bɒm,haŋ,bɔɪ,ʃi,hi,pʌŋk,bɑn",,,"sand,hand,fɑm,swɒmp,fan,valɪ,ɐsjum,jɑn,bɒm,haŋ","valju,valɪ,sand,θɜzdeɪ,kandi,d͡ʒanjuəɹi,stand,tjuzdeɪ,vɒljum,sɪlvə","valɪ,ɒn,θɹi,fɹɒm,swɒmp,kamfətɹi,swɒn,fɑm,θɹɪfti,ɐsjum",,"ɪ 17%, a 11%, l 11%, t 10%, k 9%, ə 9%, i 9%, s 8%, d 8%, n 8%"
ɑŋ,"ɡʌn,jʌŋ,waɪn,vaɪn,wɛn,wɛn,ðɛn,wɪn,laɪn,bɜn",,"pʌb,bʌbəl,bɛdʃit,pʌŋk,pul,bɔl,wɜlpul,bɔd,bɜd,pup","d͡ʒulaɪ,t͡ʃɛɹi,baɪɒləd͡ʒi,ʃaɪn,kʌlt͡ʃə,ɔlðətaɪm,d͡ʒɪŋkɡəʊ,ɔlsəʊ,t͡ʃɪmni,kəmpʌlsəɹi","wit,waɪ,waks,bit͡ʃ,bit͡ʃ,wi,kat͡ʃ,pis,waɪd,wɪspə","bəʊl,bat,bad,ɡəʊl,ðat,skəʊld,baskɪt,vɒdkə,ɡəʊld,wɪspə","ɡɔlbladə,bladə,dɹaɡənflaɪ,balkəni,badmɪntən,ɛnvaɪɹənmənt,vɪnɪɡə,bɑ,baɪ,vɒdkə","bəʊl,tɔl,pʊl,bɔl,bɛd,pul,həʊl,həʊl,bɔɪl,blʌd","bɛdʃit,pleɪn,pleɪn,blʌd,pleɪt,pɛn,blakhəʊl,ɛmplɔɪ,bɛd,kɹɔl","pəlismən,mʌlbəɹitɹi,stɹɔbəɹi,ɒpəɹə,d͡ʒanjuəɹi,bʌbəl,mʌðəɹɪnlɔ,sməʊk,bɹɒkəli,fɑðəɹɪnlɔ","d͡ʒulaɪ,kʌlt͡ʃə,laɪt,laɪt,laɪt,waɪt,bɛdʃit,waɪd,dɹaɡənflaɪ,ɡaɪd","flaɪ,flaɪ,waɪ,laɪ,laɪ,ki,aɪ,aɪ,ʃi,fɹaɪ","dɹaɡənflaɪ,ɛvɪdəns,jɒɡət,labəɹɪnθ,d͡ʒɪɹaf,ɡɑdənə,ɡap,ɡɛt,ɡɑdən,laɪlək","labəɹɪnθ,dɹaɡənflaɪ,avəlanʃ,dans,kənsɪdə,ladə,jɒɡət,ɛvɪdəns,kəʊɪnsɪdəns,ɡɑbɪd͡ʒ",,,"wɒʃɪŋməʃin,məʃin,faiəflaɪ,ʃi,t͡ʃɛɹi,vakjumklinə,kʌɹi,ɡʌn,ʃaɪn,haɪɐsɪnθ",,,"vɛɹi,valɪ,vɛt,d͡ʒanjuəɹi,vinəs,jɑn,ɐsjum,fɜst,d͡ʒɒb,baθɹum","kamfətɹi,ɐsjum,avəlanʃ,jɒɡət,d͡ʒanjuəɹi,jʊəɹanəs,ɹɛfəɹi,ɑbɪtɹəɹi,ɑtəɹi,stɹɔbəɹi","kamfətɹi,avəlanʃ,jɒɡət,jɑn,dans,fɹɒm,valɪ,ɹɛfəɹi,fɑm,ɔɡəst","lɒbstə,ɹʌbə,pəfɔməns,ɛvɪdəns,ɪnstɹəmənt,kɑpəntə,wɜm,ɒpəɹə,plʌmə,kənsʌltənt","ə 15%, ɪ 13%, a 11%, l 11%, n 11%, t 10%, b 7%, s 7%, i 7%, ɹ 7%"
ɑɻ,,,,,,,,,,,,,,,,,,,,,,,"blu,ɡɹup,du,ɹut,bijuzdtu,fɛbɹuəɹi,lup,zu,ist,lɔɪə","ə 16%, u 12%, t 11%, l 11%, ɪ 10%, i 9%, e 9%, ɹ 8%, s 8%, n 6%"
