,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"wɜlpul,pul,haɪt,kul,haɪ,pʊt,kɔl,pɔt,pɒt,bɔd","kʌɹi,kul,kɔl,pəlut,bjutifəl,wɜlpul,tul,kibɔd,kʌlt͡ʃə,tɔl","tit͡ʃə,pɪd͡ʒən,baɪɒləd͡ʒi,pit͡ʃ,kɪt͡ʃən,kat͡ʃ,pis,ki,fit͡ʃə,bit͡ʃ","skəʊld,vɒdkə,bad,ɡəʊld,bat,bəʊl,badmɪntən,kəʊld,sɒlt,pandə","badmɪntən,spaɪdə,standəd,spɪndəl,pandə,matə,vɒdkə,bɪtə,wɪspə,baskɪt","həʊl,həʊl,hɑt,hat,haɪt,hapi,haɪd,hɑd,sut,paɪnapəl","hi,ɹɛd,spɹɛd,hapi,θɹɛd,hɛd,pi,sid,haɪ,haɪd","tjubə,saʊə,spaɪdə,skaɪ,faɪt,fɜ,fɜ,ʃaʊə,haɪt,fjut͡ʃə","kaɪt,laɪk,laɪk,haɪt,taɪt,laɪt,laɪt,laɪt,spaɪk,waɪt","keɪk,kaɪt,haɪ,skaɪ,haɪd,taɪɡə,waɪd,waɪ,ki,peɪ","lɪli,lɪst,ɹɪlis,nɛst,last,list,ɹɪst,dɪlit,lɛs,lɛft","ɹɛdi,laɪ,laɪ,stɑ,stɹɔbəɹi,flaɪ,flaɪ,fɹaɪ,wɔ,stɹɛt͡ʃ",,,"kɑ,kɔn,kʌɹi,haɪ,wɔn,pɒpmjuzɪk,kɔt,kɔ,kɒfi,kɔl",,,"ɹɛfəɹi,ɐsjum,djʊəɹɪŋ,jʊəɹɪn,nju,nɜsəɹi,tɹi,ɹiəlɪ,stju,stjuədɛs","nɜsəɹi,dafədɪl,stɪl,stjuədɛs,sɜkəl,standəd,tɜtəl,stand,ɹɛfəɹi,stil","θɹi,ɹɛfəɹi,θɹɪfti,ti,θɜsti,stɹɛt͡ʃ,stil,stjuədɛs,tɹi,nɜsəɹi",,"ɪ 13%, t 13%, ə 12%, s 11%, l 11%, a 10%, k 9%, i 8%, d 7%, n 6%"
ən,"skwɒt,dju,ju,ju,amplɪtjud,mɜkjʊɹi,bʊk,pɹɪnt,fju,splɪt",,"dju,skwɒt,bambu,nju,skɜt,skul,ɡʊdbaɪ,baskɪtbɔl,skɹɪpt,spɔt","pɹəʊɡɹamə,ɛlɪmənt,kləʊk,skwɒt,ɡɔlbladə,wɒt,ɡɹəʊ,ɹəʊbɒt,ɹəʊp,skɹɪpt",,"stju,dju,nju,ju,ju,wɔ,vju,skwɒt,smuði,stɹɔ",,"kalkjʊleɪt,ʃɛdjul,nɛbjʊlə,ʃəʊldə,səʊld͡ʒə,səʊləsɪstəm,tjulɪp,skaɪskɹeɪpə,baskɪtbɔl,skwɒt",,"mɪnɪməm,linɪənt,ɐnɛməni,siɐnɛməni,ɛnəmi,faɪnəli,sɪnəmən,ɛlɪmənt,ɡɹəneɪd,nɛbjʊlə",,,,,,,"dju,ju,ju,vju,wɔ,nju,fju,stju,wɔp,wɔk",,"nju,ju,ju,dju,stju,mɒnjumənt,kaʃju,djʊəɹiən,vju,stjudənt","nɛptjun,dju,ju,ju,skwɒt,wɒt,nju,nɛfju,kjub,swɒmp","sɛkɹətɹi,bjutifəl,ɹəʊbɒt,nɜsəɹi,sɛləɹi,zəʊdiak,swɒləʊ,wɒlɹəs,ɪnəsənt,nɛptjun","sɛkɹətɹi,deɪnd͡ʒəɹəs,kamfətɹi,nɛptjun,tɛknɒləd͡ʒi,swɒləʊ,sɛləɹi,ɔlðətaɪm,swɒləʊbɜd,ɔdɪnəɹi",,"ə 16%, ɪ 13%, t 11%, n 11%, s 11%, l 8%, ɹ 8%, m 7%, k 7%, p 7%"
əŋ,"pleɪn,pleɪn,kɹeɪn,kɹeɪn,ðɛn,pɹeɪ,veɪn,klin,pleɪ,pleɪ",,"mʌlbəɹitɹi,mɛməɹi,d͡ʒanjuəɹi,faktəɹi,faɪnəli,ɹɪspɒnsɪbəl,pjupəl,kɒɹəl,ɹɛfəɹi,anɪməl","θɹi,θɹɛd,sil,vɛɹi,ɡalɐksi,tɹi,valɪ,fɹɛnd,fil,silɪŋ","dəʊ,ɡəʊl,bəʊl,ɡəʊ,bəʊ,ɹəʊl,təʊ,kul,ləʊ,skul","dəʊ,bəʊl,bəʊ,ɹəʊl,snəʊ,nəʊ,nəʊvɛmbə,ɡəʊl,stəʊn,ɡəʊ","ɹɪmɛmbə,flɐmɪŋɡəʊ,dɹaɡənflaɪ,vɪnɪɡə,faɪbə,pɹaɪmmɪnɪstə,kɛmɪstɹi,ɛkspɛɹɪmənt,nəʊvɛmbə,ɪmad͡ʒɪn","bəʊt,tɹɛmbəl,bəʊl,sid,ɹeɪnbəʊ,ɡəʊt,seɪn,ɡəʊl,sil,dəʊneɪt","tɹɛmbəl,tɹampəlin,bʌbəl,tɹi,kwin,bəʊ,klin,pɹeɪ,kleɪ,ɡɜl",,"pleɪt,pleɪ,pleɪ,pɹeɪ,eɪpɹəl,kleɪ,bɹeɪk,pleɪn,pleɪn,eɪt","pɹeɪ,pleɪ,pleɪ,ðeɪ,haɪ,faɪbə,ɡɹeɪ,dɛnsɪti,pleɪt,kleɪ","tɛknɒləd͡ʒi,kəntɹəʊl,ɛkspləʊd,aʊl,təmɒɹəʊ,kɒlənaɪz,ɹəʊl,baɪɒləd͡ʒi,ɡəʊldən,dəʊneɪt","ləʊ,sid,kɹəʊ,si,si,sil,ti,stil,dəʊ,tim",,,"ɹɪmɛmbə,ɪmad͡ʒɪn,vɪnɪɡə,d͡ʒɛndə,nəʊvɛmbə,ɛlɪmənt,manɪd͡ʒə,flɐmɪŋɡəʊ,mɪnɪməm,klinə",,"kandi,ɡəʊl,ɹəʊl,d͡ʒun,kəntɹəʊl,ɡəʊldən,ɡəʊld,kandəl,əʊld,əʊld","ɔdɪnəɹi,d͡ʒanjuəɹi,nɜsəɹi,nɛptjun,ɡasəlin,vakjumklinə,əɹɪd͡ʒɪnəli,sɛkɹətɹi,dɪkʃənəɹi,faɪnəli","sɛkɹətɹi,dikɹis,dɪkʃənəɹi,ɡasəlin,ɔdɪnəɹi,ɑbɪtɹəɹi,ɹɛktaŋɡəl,ikwəl,ɛkspləʊd,tɹampəlin","ɑbɪtɹəɹi,sɛkɹətɹi,ɔdɪnəɹi,kamfətɹi,kaməl,eɪpɹəl,nudəl,kɒɹəl,dɪkʃənəɹi,tɹampəlin",,"ə 17%, ɪ 12%, l 12%, n 10%, ɹ 10%, i 9%, t 8%, k 7%, a 7%, s 7%"
ɤʊ,"jʊəɹɪn,stju,bɔɪ,nju,smuði,ju,ju,djʊəɹɪŋ,fju,dju",,"bɔɪ,hi,pɒpi,bɔɪl,bɔd,bɔl,hapi,hɪl,mʌŋki,bʌt","hapi,mʌŋki,əʊkeɪ,pɒpi,kibɔd,keɪk,peɪ,paŋkeɪk,bʌkɪt,pɒkɪt","mɑkɪt,pɪɡ,mitɪə,katəpɪlə,matə,ɑkɪtɛkt,maθɪmatɪks,pʊl,aftə,θiətə","fɑm,fan,fɑ,hand,vɒljum,fat,fat,θɪn,pan,pɑm",,,,,"mɑkɪt,bʌkɪt,θɪk,θɪk,hɪp,hapi,pɒkɪt,hi,hɪt,θɪŋ","hapi,mɑkɪt,hi,θɪk,θɪk,mʌŋki,hɪp,hɪt,pɒkɪt,bʌkɪt","lɛft,lɛft,lɛnd,hɪl,lɪli,hi,lɪst,stɪl,lɛɡ,land",,,,"bʌt,bɔɹɪŋ,bɑk,bɑk,pɜfɛkt,bɔɪ,bɑ,bɛlɪ,bɔd,bɔɪl",,"katəpɪlə,əʊld,əʊld,ɐtak,iəfəʊn,aʊl,aftə,pʊl,ɹəʊl,ɜθ","haŋ,fəʊm,həʊm,θɪŋ,θɪn,swɪŋ,swɪŋ,slɪm,sʌk,swɪm","ɪntɹɛstɪŋ,ʌp,ɪntɛstɪn,θɜsti,ɹɛfəɹi,ɑkɪtɛkt,ɛfət,iəfəʊn,ɐtak,həʊm","θɹɪfti,hapi,hi,θɜsti,θɹi,ɐtak,slipi,lɛft,lɛft,stɪŋki","mɑkɪt,hɪl,nɜv,wɛft,swɪm,swɛl,nʌtmɛɡ,mɔ,swɪŋ,swɪŋ","ɪ 18%, t 13%, k 11%, l 9%, ə 9%, i 9%, p 9%, s 7%, m 7%, a 7%"
ɨ,,,,,,,,,,"laɪk,laɪk,satəlaɪt,blak,zɛbɹə,laɪbɹəɹi,ɹɪɡɹɛt,ɹaɪt,ɹaɪt,ɹaɪt",,,"sʌmtaɪmz,zɛbɹə,bladə,teɪbəl,teɪbəl,stɛpsʌn,pɹətɛkt,sɪblɪŋz,steɪbəl,ɡɹandsʌn","bladə,keɪk,bɹant͡ʃ,kɪk,teɪkkeəɹɒv,pik,blak,pɪkəl,sikwəns,spid",,,,,,,,,,"ɪ 13%, l 13%, ə 13%, t 11%, a 10%, s 9%, ɹ 9%, k 8%, b 8%, n 7%"
ɯʌ,,,"kɔz,ɡʌts,waks,kɒntɹakt,ɡus,wɒʃ,kɒf,fɪks,bɒks,ɡɹas","kɒfi,kɹaɪ,kɒnflɪkt,wɒʃ,waks,kɑ,kleɪ,kɹɒs,fɪks,kɒf","kul,kɔ,waks,kɔz,kɒf,kɒfi,mɪks,aks,ɡɹɪd,ɡʊəd","kɹeɪn,kɹeɪn,mɪnt,ɡɹeɪ,mɪnɪt,dɹɪŋk,bɹeɪn,pɛŋɡwɪn,vakjumklinə,manɪd͡ʒə",,,,"ɡɹeɪ,lɪɹɪks,ɡɹas,ɡlas,ɹɪlaks,dɹɪŋk,valɪ,kleɪ,djʊəɹɪŋ,ɡɹɪd","bɹɪk,ɡɹɪd,ɡɹeɪ,kɒf,wɒʃ,dɹɪŋk,kʊk,kʊk,kɒfi,bɹɪŋ","ɡɑbɪd͡ʒ,ɡaɹɪd͡ʒ,kaɹɪktə,kabɪd͡ʒ,lɪtɹɪt͡ʃə,bɒdɪɡɑd,ɡʊdbaɪ,tɹɛʒə,zəʊdiak,ɡɑlɪk","lɪɹɪks,ɹɪlaks,kɒntɹakt,dɹɪŋk,ɒstɹɪt͡ʃ,wɒlɹəs,stɹɪkt,nju,waks,dwɔf","wɒʃ,ɡaɹɪd͡ʒ,kɑ,wɪtθ,ɡɑlɪk,wɪt͡ʃ,valɪ,wʊlf,kaɹɪktə,weɪ",,,"kɒf,kɔz,kɒfi,wɒʃ,kɔ,kɑ,ɡus,kɔt,kɹaɪ,kɒntɹakt",,"kɜvd,kɒf,ɡɪv,kɑ,ɡɪft,kɔz,ɡus,kat,kɪŋ,ɡɹin","dɹɪŋk,djʊəɹɪŋ,ɹɪŋ,ɹɪɡɹɛt,lɪɹɪks,ʃɹɪŋk,dwɔf,kɑt,hʌŋɡɹi,ɹɪlaks","dɹɪŋk,kɒntɹakt,kɒkteɪl,dɪstɹɪkt,lɪɹɪks,kaktəs,ɹɪlaks,bɪldɪŋ,stɹɪkt,waks","kɑ,kɒntɹakt,kɑt,kaktəs,kat͡ʃ,kɒnflɪkt,stɹɪkt,kamfətɹi,kɒf,paŋkɹiəs","wɒʃ,kɜvd,kɒf,dwɔf,kɔ,dɹɪŋk,ɡɹɪd,kɔz,wɪnd,ɡɹeɪ","k 18%, ɪ 18%, ɹ 11%, t 9%, s 8%, a 8%, l 8%, n 7%, ə 6%, ɡ 6%"
ɻ,,,,,,,,,,,,,,,,,,,,"luz,luz,lus,tuθ,ɹuf,ɹul,bluz,tul,ɪluʒən,ɹɒkɪŋhɔs","ɹul,tul,ɹulə,lɒɹidɹaɪvə,fəʊld,luz,luz,ɹəʊl,blakhəʊl,pul","tul,ɹul,ɹɪpit,laɪt,laɪt,laɪt,ɹulə,luz,luz,fəʊld",,"l 18%, ɪ 13%, ə 12%, t 11%, s 9%, u 8%, i 8%, ɹ 7%, k 7%, a 7%"
ʊŋ,,"bɹið,pɪvət,bɹeɪv,wiv,pɹiviəs,bluz,ivən,ivən,ɛvɪdəns,əbʌv","ɛkspɛnsɪv,pɹɛfɹəns,ɛvɪdəns,ɪmpʌls,ɪnsɛns,pɹiviəs,pɹɪns,pɹɪnsɛs,pəfɔməns,fɛns","pɹɛfɹəns,ɛkspiəɹɪəns,ɛvɪdəns,ɛkspɛnsɪv,saiəns,pɹɪns,ɔdiəns,dɪstəns,pəfɔməns,pɹɪnsɛs","nɜvəs,liv,liv,wiv,lɛvəl,ɹif,pɪvət,lif,hav,skwiz",,"ɡɹandfɑðə,kʌvə,nɜvəs,ɹɪvə,avəlanʃ,bɹʌðə,junɪvɜs,ɹɑðəðɐn,təɡɛðə,lɪvə",,,"labəɹɪnθ,sɪlvə,sɪlvə,smuði,lɛnz,avəlanʃ,sɪns,tɹampəlin,smuð,tɹavəl","ɪnsɛns,sɪns,ɪmpʌls,mʌnθ,ɹuf,ɛvɪdəns,fɛns,pants,ɹɪmuv,d͡ʒɔɪnts","sɪns,fɛns,ɪnsɛns,pɹɪns,dɛns,hɛlθi,dans,pants,lɛŋθ,saiəns","valɪ,ɹɪlis,ɡɹandfɑðə,ɹɪlaks,famɪli,lɪli,lɪɹɪks,avəlanʃ,sɪlvə,sɪlvə","lamp,sɪlk,valɪ,ɹɛnt,fɪzɪks,vɪzɪt,dans,lʌmp,ɹɪlaks,sɪns",,,"mʌlbəɹitɹi,stɹɔbəɹi,avəlanʃ,bɛvəɹɪd͡ʒ,mʌðəɹɪnlɔ,pəlismən,bʌsdɹaɪvə,pjupəl,bʌbəl,fɑðəɹɪnlɔ",,"ɛvɪdəns,pɪvət,təɡɛðə,avəlanʃ,əbʌv,ɪmpʌls,skwiz,hɪbɪskəs,pɹiviəs,kʌvə",,"sɪlk,dɪlɪd͡ʒənt,fɪzɪks,teɪbəltɛnɪs,fɪl,ɪmpʌls,dɛlfɪniəm,dɪziz,ɛlɪmənt,ɹɪlis","teɪbəltɛnɪs,fɪzɪks,pɹɛzɪdənt,fɪnɪʃ,fɪʃ,sɛptɛmbə,dɪlɪd͡ʒənt,dɛlfɪniəm,ɛkspɛɹɪmənt,pɹɪnsɛs",,"ɪ 15%, s 14%, ə 13%, n 12%, l 10%, ɹ 8%, t 8%, a 7%, ɛ 7%, v 6%"
∅,,,,,,,,,,,,,,,,,,,"ivən,ivən,tim,tiə,ɡɪv,ɡɪft,ʌniən,ʌvən,kɪŋ,fud",,,,,"ə 19%, i 15%, n 12%, t 12%, ɪ 8%, l 8%, f 7%, k 7%, e 6%, d 6%"
,"ɪ 20%, ə 12%, n 10%, l 10%, p 9%, k 9%, t 9%, ɹ 8%, b 7%, a 7%","ə 19%, v 15%, l 11%, ɪ 11%, s 9%, i 8%, n 8%, ɹ 6%, p 6%, t 6%","ə 13%, ɪ 13%, k 12%, t 12%, s 10%, p 9%, l 9%, n 8%, a 7%, ɹ 7%",,"ə 21%, l 12%, ɪ 12%, n 10%, i 10%, t 9%, k 8%, s 8%, ɹ 6%, a 6%","ə 16%, n 13%, ɪ 11%, t 11%, s 10%, d 9%, a 8%, m 7%, b 7%, l 7%","ə 20%, ɪ 13%, n 12%, t 10%, a 9%, l 9%, d 7%, s 7%, ʊ 7%, ɹ 6%","ɪ 14%, ə 14%, t 13%, l 11%, p 10%, s 10%, a 8%, n 8%, k 7%, d 6%",,"ɪ 14%, ə 14%, l 12%, ɹ 11%, n 10%, a 10%, t 10%, s 9%, k 6%, d 5%","ɪ 17%, ə 14%, t 12%, k 11%, s 9%, l 9%, n 8%, ɹ 7%, a 7%, p 7%",,"ɪ 17%, l 12%, t 12%, ə 11%, s 11%, ɹ 9%, k 8%, a 8%, n 8%, d 6%",,"ɪ 18%, ə 16%, n 12%, s 10%, t 9%, l 9%, k 8%, ɹ 7%, d 6%, a 6%",,"ə 14%, ɪ 12%, l 12%, t 11%, k 10%, a 10%, n 9%, ɹ 9%, s 8%, p 6%","ɪ 18%, n 15%, ə 13%, m 10%, s 10%, t 8%, a 8%, l 7%, i 6%, ɹ 6%","ə 17%, n 12%, ɪ 11%, i 10%, k 10%, t 10%, l 8%, a 8%, d 7%, ɹ 7%","ə 13%, ɪ 13%, t 12%, n 11%, s 10%, ɹ 10%, l 9%, k 8%, i 7%, m 6%","ɪ 14%, t 14%, ə 12%, s 11%, k 10%, l 10%, ɹ 9%, n 8%, i 7%, d 6%",,"ɪ 16%, ə 14%, t 12%, n 11%, s 11%, a 9%, k 8%, l 7%, d 7%, m 6%"
