,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"pʊt,pul,pup,bɔd,sɪkəl,haɪt,pɒpi,haɪ,pɔt,wɜlpul","bəlun,θiəɹi,pul,eɪkɔn,tul,iɡəl,pəlut,pɑtɪkəl,ʃakəl,mətiəɹiəl","kat͡ʃ,ki,kaʊ,skaɪ,wɪski,sɒlti,kaʊnt,kiwi,tit͡ʃə,kɑ","skəʊld,sɒlt,spiə,sɒlti,spɪl,skan,ɡəʊl,ɡəʊld,spɪndəl,bəʊl","spaɪdə,skaɪ,spɪndəl,spɪnɪt͡ʃ,spɪl,spɪt,ɡɪlti,wɪspə,skəʊld,wɪski","hɒspɪtəl,sut,pɛtəl,apəl,pil,paɪnapəl,ʃʌtəl,tul,pəlut,fud","spɹɛd,hi,hɑd,spid,pil,haɪd,hapi,θɹɛd,pi,ɹɛd","saʊə,ʃaʊə,swɒmp,taʊə,lɪtɹɪt͡ʃə,paʊə,jʊəɹɪn,tjubə,ɹɪlɪd͡ʒən,saʊnd","haɪt,spaɪk,spaɪsi,spɪt,taɪt,kʊki,pɪkəl,pup,skup,pʊt","haɪd,kaɪt,skaɪ,haɪt,spaɪk,haɪ,spaɪdə,kiwi,spid,keɪk","lɪli,ɹɪlɪd͡ʒən,ɹɪlis,lɪst,dɪlit,dɪlɪd͡ʒənt,spɪl,smaɪl,laɪlək,laɪ","stɹɔbəɹi,ɜlɪ,lɪli,skaɪ,ɹɪspɒnsəbɪlɪti,əɹɪd͡ʒɪnəli,θɹi,spaɪsi,laɪ,laɪ",,,"kɑ,pɒpmjuzɪk,ɹɛkɔd,kʌɹi,kɔn,silɪŋ,pɑk,haɪ,ʃaɪn,faɪnəli",,,"d͡ʒanjuəɹi,ɹiəlɪ,ɹɛfəɹi,jʊəɹɪn,nɜsəɹi,jʊəɹanəs,djʊəɹɪŋ,ɐsjum,wɔk,lɪli","stjuədɛs,nɜsəɹi,swɒn,sɜkəl,jʊəɹanəs,ɐsjum,dafədɪl,səsaiəti,nɛsɪsəɹi,təwɔd","swɒn,θɹi,ɹɛfəɹi,stjuədɛs,swɒmp,ɜlɪ,ɹiəlɪ,nɜsəɹi,ɐsjum,ɹeəli",,"ɪ 14%, ə 14%, l 13%, s 11%, t 10%, a 8%, k 8%, i 8%, p 7%, n 6%"
ən,"pɹɪnt,bʊk,pɛŋɡwɪn,wɪn,lɪnɪn,bɪtwin,skwɒt,mɪnɪt,bambu,splɪt",,"skul,spɪt,dju,baskɪtbɔl,skwɒt,du,spɔt,skwɪd,nju,skup","skwɒt,ɛlɪmənt,skɹɪpt,splɪt,pɹəʊɡɹamə,kləʊk,skup,plant,bləʊ,spaɹəʊ",,"stju,skaɪ,stɹɔ,dju,nju,ju,ju,smuði,spɪt,skwɒt",,"ʃɛdjul,kalkjʊleɪt,nɛbjʊlə,səʊld͡ʒə,baskɪtbɔl,səʊləsɪstəm,ɹɪspɒnsəbɪlɪti,ʃəʊldə,swɒləʊbɜd,tjulɪp",,"mɪnɪməm,mɪnt,mɪɹə,linɪənt,badmɪntən,famɪli,vɐnɪlə,mɪnɪt,sɪnəmən,vɒləntəɹi",,,,,,,"bɔɪ,dju,bʊk,bɑ,ju,ju,nju,bɔɪl,valɪ,skwɒt",,"stju,nju,dju,stjudənt,ju,ju,tjuzdeɪ,kəntɪnju,skwɒt,d͡ʒanjuəɹi","skwɒt,wɒt,ɹəʊbɒt,swɒmp,swɒn,swɒləʊ,deɪ,dju,səʊp,zəʊdiak","swɒləʊ,sɛləɹi,zəʊdiak,ɹəʊbɒt,skwɒt,spaɹəʊ,wɒlɹəs,tjuzdeɪ,sʌmwɒt,swɒmp","swɒləʊ,ɔlðətaɪm,sɛkɹətɹi,deɪnd͡ʒəɹəs,nɛptjun,kamfətɹi,d͡ʒanjuəɹi,swɒləʊbɜd,tɛknɒləd͡ʒi,tjulɪp",,"ɪ 14%, ə 14%, s 12%, n 11%, t 10%, l 10%, ɹ 8%, k 8%, p 7%, m 7%"
əŋ,"klin,pleɪn,pleɪn,kɹeɪn,kɹeɪn,bin,kwin,wɪn,kɹim,ɡɹin",,"ləʊkʌsttɹi,faɪnəli,ɹɪspɒnsɪbəl,ləʊkəl,jəʊk,əɹɪd͡ʒɪnəli,ləʊnli,ɛkspləʊd,kɒɹəl,mʌlbəɹitɹi","sil,silɪŋ,jəʊk,ʃaləʊ,ɹəʊbɒt,ʃɛl,ɡalɐksi,kɒnflɪkt,ɹəʊp,ɡɒd","dəʊ,ɡəʊ,ləʊ,kaʊ,bəʊ,təʊ,ɡəʊl,ɹəʊl,nəʊ,skul","dəʊ,snəʊ,stand,nəʊ,stil,təʊ,bəʊ,stəʊn,ɹəʊl,sləʊ","ɛkspɛɹɪmənt,ɹɪmɛmbə,d͡ʒɪŋkɡəʊ,flɐmɪŋɡəʊ,fɪŋɡə,waks,vɪktɪm,wɪntə,ɪnfɛkt,vɪnɪɡə","ɹeɪnbəʊ,bəʊ,bəʊt,tɹɛmbəl,ɡəʊ,dəʊ,tɹampəlin,kɹeɪn,kɹeɪn,ɡəʊt","klin,kwin,tɹɛmbəl,tɹampəlin,kɹim,ikwəl,kɹeɪn,kɹeɪn,pleɪn,pleɪn",,"pleɪt,splin,eɪpɹəl,leɪt,ɹəʊp,ləʊ,weɪt,weɪt,eɪt,kləʊk","pɹeɪ,pleɪ,pleɪ,pleɪn,pleɪn,ʃampeɪn,pɹɪns,ɹeɪ,splin,pleɪt","tɛknɒləd͡ʒi,ɛkspləʊd,təmɒɹəʊ,t͡ʃɛləʊ,tɔneɪdəʊ,ɹəʊl,aɪskɹim,ɪklɪps,kəntɹəʊl,fɒləʊ","ləʊ,spaɹəʊ,θɹəʊ,hələʊ,səʊ,səʊ,səʊ,aɹəʊ,dəʊ,stil",,,"ɪmad͡ʒɪn,d͡ʒɪm,ɹɪmɛmbə,mɪnɪməm,bim,d͡ʒɪŋkɡəʊ,kəmplit,kɹim,mɪnt,klin",,"ɡəʊl,ɹəʊl,kandi,dəʊ,d͡ʒun,kaʊnt,kəntɹəʊl,ɡəʊldən,ɡəʊld,kandəl","deɪnd͡ʒəɹəs,ɔdɪnəɹi,ɹaɪnəʊ,kɹim,ɡeɪm,daɪnɪŋɹum,d͡ʒəɹeɪniəm,əɹɪd͡ʒɪnəli,ɡasəlin,kɹeɪn","deɪnd͡ʒəɹəs,ɹəʊm,eɪnd͡ʒəl,aɹəʊ,ɐksɛləɹeɪʃən,dəʊm,ɑbɪtɹəɹi,ɹəʊd,dikɹis,ɛkspləʊd","eɪpɹəl,eɪnd͡ʒəl,kɒɹəl,deɪnd͡ʒəɹəs,ɹəʊm,kaməl,teɪbəl,teɪbəl,ɑbɪtɹəɹi,aɹəʊ",,"ə 16%, ɪ 12%, l 11%, n 11%, ɹ 9%, ʊ 9%, s 8%, k 8%, t 8%, a 7%"
ɤʊ,"ðeɪ,θɜzdeɪ,deɪ,bɒdi,stju,tjuzdeɪ,ɹeɪ,dɪsdeɪn,steɪ,nju",,"hi,pɒpi,hapi,bɔɪ,pi,ɛmpti,θɹɪfti,hɛvi,stɪŋki,hɛlθi","peɪ,əʊkeɪ,pɒpi,beɪbi,stɪŋki,beɪk,keɪk,ðeɪ,ɑkɪtɛkt,steɪ","ɑkɪtɛkt,ɡɪlti,θɜzdeɪ,beɪbi,stɪŋki,ɐtak,steɪ,neɪkɪd,θɹɪfti,dafədɪl","fɑt,vɒljum,hɑt,kandi,hand,hʌt,stand,θɜzdeɪ,ʌndəstand,hapi",,,,,"hapi,peɪ,pɒpi,steɪ,pi,atɪk,əʊkeɪ,ti,hi,sɪti","peɪ,hapi,pɒpi,pi,beɪbi,atɪk,hi,steɪ,əʊkeɪ,ti","ɜlɪ,θɜsti,θɹɪfti,stɪl,θɜzdeɪ,steɪ,lɪli,hi,stɪk,stɪk",,,,"bʌtəflaɪ,θɹɪfti,bɑk,bɑk,θɹi,bɔɹɪŋ,bɛlɪ,ðeɪ,ɡʊdbaɪ,vɛɹi",,"ɐtak,stɪŋki,kaktəs,θɹɪfti,ɡɪlti,aftə,nɛɡətɪv,ɡɪv,ɑkɪtɛkt,əʊld","θɜzdeɪ,θɜsti,hʌt,sʌndeɪ,ɔdɪnəɹi,dafədɪl,dɪsdeɪn,mʌndeɪ,fɹaɪdeɪ,ɐtak","θɜzdeɪ,θɜsti,mʌndeɪ,dafədɪl,steɪ,jɛstədeɪ,sʌndeɪ,ɐtɛnd,θɹɪfti,ɐtak","θɜzdeɪ,θɹɪfti,steɪ,θɜsti,stɪŋki,hi,θɹi,ɐtak,deɪ,ðeɪ","stɪl,ɹʌf,nɜv,spɪl,teɪl,mɑkɪt,ɔkɪd,neɪkɪd,nɔθ,kɪl","ɪ 21%, t 14%, k 11%, i 10%, e 8%, s 8%, d 8%, l 7%, ɹ 6%, a 6%"
ɨ,,,,,,,,,,"zɛbɹə,ɹap,laɪbɹəɹi,satəlaɪt,ladə,bladə,ɹɪpit,laɪ,laɪ,lɪp",,,"zɛbɹə,bladə,sʌmtaɪmz,ɹabɪt,lɪtəlbɹʌðə,sɛptɛmbə,katəpɪlə,ladə,sɛntɪpid,sɪblɪŋz","kamɹə,bladə,kaʒuəl,ladə,bɹant͡ʃ,pɪkəl,teɪbəl,teɪbəl,teɪkkeəɹɒv,bɹʌðə",,,,,,,,,,"ə 17%, a 12%, ɪ 11%, l 11%, t 10%, p 9%, ɹ 8%, s 8%, b 7%, d 6%"
ɯʌ,,,"fɪzɪks,fɪks,kɔz,ɡɹas,kɒntɹakt,waks,bɒks,ɡus,kɒf,bɪkɒz","kɒfi,fɪks,kɹaɪ,waks,ɛɡzaktli,aks,fɪzɪks,kɒnflɪkt,ɪklɪps,kɒf","kɔ,waks,fɪks,kɔz,kul,kɒfi,mɪks,aks,kɒf,ɡɹɪd","dɹɪŋk,mɪnt,wɪnd,pɛŋɡwɪn,pɹɪnt,ɡɹin,wɒt,kɹeɪn,kɹeɪn,wɪn",,,,"ɡɹas,ɡɹɪd,ɡɹeɪ,lɪɹɪks,ɡlas,ɹɪɡɹɛt,ɹɪlaks,kɹaɪ,kɒntɹakt,dɹaɪ","kɒfi,kʊk,kʊk,kɒf,ɡɹɪd,wɒʃ,ɡus,bɹɪk,ɡɹas,ɡɹeɪ","kɒntɹakt,bɪkɒz,lɪtɹɪt͡ʃə,ɡɑbɪd͡ʒ,ɡaɹɪd͡ʒ,bazəl,dɪstɹɪkt,ɡɒd,kɒnflɪkt,tɹɛʒə","kɒntɹakt,nju,dwɔf,dju,wɒlɹəs,dɹɪŋk,lɪɹɪks,ɛndjʊə,stɹɪkt,dɹaɪ","kɑ,ɡaɹɪd͡ʒ,ɡɑlɪk,wɪn,wɪtθ,wɪt͡ʃ,wɒn,valɪ,kɒfi,wɒʃ",,,"kɒfi,kɒf,kɔz,ɡus,kɑ,kɔ,kɒntɹakt,bɪkɒz,dɹɪŋk,wɒʃ",,"kɒf,kɑ,kɜvd,ɡɪv,keɪɒs,kɔz,ɡus,ɡɪft,kɑt,kɒfi","dɹɪŋk,kɑt,kɒf,tɹeɪndɹaɪvə,kɒntɹakt,dwɔf,kɒfi,djʊəɹɪŋ,kɔt,ɹɪɡɹɛt","dɹɪŋk,ɡɹas,kɒntɹakt,dɪsɛnd,dɪstɹɪkt,ɡɹɪd,fɪzɪks,ɐfɛkt,kʌt,aŋɡɹi","kamfətɹi,kɑ,kɑt,paŋkɹiəs,kɒntɹakt,kɑd,kat͡ʃ,kaktəs,tɹɛʒə,kɒfi","kɒf,dwɔf,kɒfi,kɑ,kɔz,ɡɪv,ɡɹɪd,kɔ,wɪnd,wɪð","ɪ 18%, k 17%, ɹ 11%, a 10%, t 9%, s 8%, n 7%, d 7%, ə 6%, ɡ 6%"
ɻ,,,,,,,,,,,,,,,,,,,,"tuθ,tul,bin,ɹul,lus,bim,ɪməʊʃən,luz,luz,ɹuf","tul,ɹulə,ɹul,ɹəʊl,ʃəʊldə,səʊld͡ʒə,pul,əʊld,əʊld,bijuzdtu","tul,ɹəʊl,ɹul,ɹulə,fəʊld,pul,əʊld,əʊld,ʃəʊldə,bɪtə",,"ə 16%, l 15%, t 11%, i 11%, ɪ 10%, ʊ 8%, u 8%, s 7%, b 7%, ɹ 6%"
ʊŋ,,"təɡɛðə,weɪv,ɛvɪdəns,ɡɪv,wiv,paʊdə,bɹeɪv,kʌvə,nɛɡətɪv,əbʌv","ɪmpʌls,ɛvɪdəns,ɪnsɛns,pɹɪns,ɛkspɛnsɪv,fɛns,pɹiviəs,kəʊɪnsɪdəns,bɛnt͡ʃ,feɪz","ɛkspiəɹɪəns,pəfɔməns,pɹɪns,ɪnfɔm,ɛvɪdəns,ɔdiəns,ɛkspleɪn,pɹɛfɹəns,pleɪn,pleɪn","ɡɪv,weɪv,wiv,tul,nɛɡətɪv,təɡɛðə,dɛvəl,kʌvə,wɪð,ɹɪvə",,"kʌvə,ɹɪvə,təɡɛðə,ʌðə,nɛvə,ɡɪv,avəkɑdəʊ,lɪvə,dɛvəl,wɒnt",,,"labəɹɪnθ,lɛŋθ,lɛvəl,ɹɛnt,lɛnz,ɹeɪnbəʊ,avəlanʃ,lɪvə,ɹɛd,dɔ","ɪnsɛns,ɪmpʌls,sɪns,pants,dans,d͡ʒɔɪnts,ɪnsaɪd,ɛvɪdəns,absənt,dɒlfɪn","pants,sɪns,ɪnsɛns,ɛmpti,dans,pɹɪns,fɛns,hapi,bɒks,dɛns","ɹɪlis,deɪliə,tɹɪliən,lɪli,ɪlɛktɹɪsɪti,leɪzi,ɹɪstɹeɪn,lɪɹɪks,linɪənt,ɹɪlaks","sɪlk,lamp,ɹɛnt,slantɪd,dans,ant,ant,stɪl,dɪlɪd͡ʒənt,valɪ",,,"bɛvəɹɪd͡ʒ,bʌbəl,stɹɔbəɹi,mʌðəɹɪnlɔ,mʌlbəɹitɹi,ɹʌbə,θɹʌʃbɜd,dʌbəl,fɑðəɹɪnlɔ,klɛvə",,"təɡɛðə,ɛvɪdəns,kʌvə,ɡɪv,ɪmpʌls,ɹɪvə,klɛvə,fɛðə,bɪɡbɹʌðə,kəmpeə",,"teɪbəltɛnɪs,tɛmpəl,sɪmɛnt,dɛd,ɪmpʌls,ɛɡzampəl,vɪzɪt,dɪziz,pɹɪnt,dɛns","teɪbəltɛnɪs,kəmpeə,sɪmɛnt,ɛkspɛɹɪmənt,pɹɪnsɛs,ɛɡzampəl,dɛlfɪniəm,fɪzɪks,pɹɪns,pɹɪnt",,"ɪ 18%, ə 14%, n 12%, l 11%, s 11%, t 8%, ɹ 7%, a 6%, ɛ 6%, p 6%"
∅,,,,,,,,,,,,,,,,,,,"diteɪl,ɡeɪm,ɡɪv,baθɹum,d͡ʒun,tiə,ivən,ivən,ɡɪft,tim",,,,,"ə 19%, ɪ 12%, n 11%, i 11%, e 11%, d 10%, t 10%, k 7%, l 6%, a 5%"
,"ɪ 19%, n 13%, t 10%, ə 9%, p 9%, ɹ 9%, l 9%, b 8%, k 8%, e 6%","ə 21%, ɪ 14%, v 12%, l 10%, n 9%, b 7%, d 7%, s 7%, a 7%, ɹ 6%","ɪ 14%, ə 12%, k 11%, t 11%, s 11%, p 9%, a 9%, l 9%, n 8%, i 6%",,"ə 19%, ɪ 12%, n 10%, t 10%, l 10%, k 10%, i 8%, s 8%, a 7%, ɹ 5%","ə 15%, n 12%, s 12%, ɪ 12%, t 11%, a 9%, d 8%, ʊ 7%, l 7%, m 6%","ə 18%, ɪ 14%, n 11%, a 10%, t 10%, s 9%, l 8%, ʊ 7%, d 7%, k 7%","ɪ 14%, ə 14%, t 13%, l 11%, p 10%, s 10%, n 8%, a 7%, k 7%, d 6%",,"ə 14%, ɪ 14%, l 12%, t 11%, ɹ 10%, n 10%, a 10%, s 9%, d 5%, k 5%","ɪ 17%, ə 13%, t 12%, k 10%, s 9%, l 9%, n 8%, a 7%, p 7%, ɹ 7%",,"ɪ 17%, l 11%, s 11%, ə 11%, t 11%, ɹ 9%, n 8%, a 8%, k 8%, d 6%",,"ɪ 18%, ə 16%, n 13%, s 9%, t 8%, l 8%, k 8%, ɹ 7%, m 6%, ɛ 6%",,"ɪ 14%, ə 12%, l 11%, a 11%, k 10%, t 10%, ɹ 9%, n 9%, s 8%, f 6%","ɪ 16%, n 14%, ə 13%, m 10%, s 10%, t 9%, a 9%, l 7%, i 6%, ɛ 6%","ə 16%, ɪ 14%, k 12%, t 11%, n 11%, a 8%, s 7%, d 7%, ʊ 7%, i 6%","ɪ 13%, t 13%, ə 13%, ɹ 11%, n 11%, s 10%, l 9%, k 7%, a 7%, d 7%","ɪ 15%, ə 13%, t 12%, s 11%, n 9%, l 9%, k 9%, ɹ 8%, d 7%, a 6%",,"ɪ 16%, n 13%, ə 12%, s 11%, t 11%, a 9%, k 8%, d 7%, m 7%, l 6%"
