,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"wɜlpul,sɪkəl,pul,kul,baɪsɪkəl,ʃeɪk,kʊk,kʊk,tul,kɔl","bəlun,iɡəl,wɜlpul,kul,tul,kɔl,ʃakəl,t͡ʃizkeɪk,pəlut,pɪkəl","kiwi,wit,pɪd͡ʒən,wɪski,baɪɒləd͡ʒi,wɪspə,kaʃiə,kaʊ,wik,wik","skəʊld,badmɪntən,spɪl,spɪndəl,bad,baskɪt,spid,bat,wʊl,spiə","badmɪntən,ɡaɹɪd͡ʒ,spɪnɪt͡ʃ,dɪlɪd͡ʒənt,standəd,maɹɪɡəʊld,spɪndəl,nɒlɪd͡ʒ,wɪspə,ɡɑbɪd͡ʒ","həʊl,həʊl,pɛtəl,pɛsəl,pil,paɪnapəl,kasəl,mɛtəl,hɒspɪtəl,tul","spɹɛd,kɹɔl,hi,θɹɛd,ɹɛd,pil,sil,pi,spid,kasəl","saʊə,ʃaʊə,saʊnd,swɒmp,taʊə,tjubə,paʊə,ʃaʊt,kaʊnt,haʊ","kʊk,kʊk,pɪkəl,kʊki,wɜlpul,laɪk,laɪk,kɪk,sɪkəl,θɪk","kʌlt͡ʃə,keɪk,t͡ʃizkeɪk,taɪɡə,aɡɹɪkʌlt͡ʃə,kaɪt,skaɪ,ʃakəl,kiwi,spaɪdə","lɪst,lɪli,ɹɪst,ɹɪlis,wɜld,lɛs,last,nɛst,ɹɪt͡ʃ,stɹɛt͡ʃ","stɹɔbəɹi,ɜlɪ,ɹɛdi,wɔ,wɔm,stɑ,stju,stjuədɛs,stɹɛt͡ʃ,ɹiəlɪ",,,"kɔn,haɪ,kɑ,kʌɹi,spun,pɒpmjuzɪk,kɒmən,ɹɛkɔd,spaɪsi,bəlun",,,"ɹɛfəɹi,ɐsjum,tɹi,swɒmp,stjuədɛs,swɒn,ɹiəlɪ,θɹi,swɛt,stɹɔbəɹi","stjuədɛs,swɒn,stand,ɐsjum,ɹɛfəɹi,nɛfju,dafədɪl,standəd,swɒmp,nɜsəɹi","stjuədɛs,ɹɛfəɹi,θɹi,stju,swɒmp,stɹɔbəɹi,θɜsti,swɒn,tɹi,ti",,"ə 14%, l 12%, ɪ 12%, s 12%, t 11%, k 9%, a 8%, i 8%, n 7%, d 6%"
ən,"mɪnɪt,ɪnhɛɹɪt,pɹɪnt,pɛŋɡwɪn,splɪt,mɜkjʊɹi,lɪnɪn,spɹɪŋ,spɹɪŋ,skwɪd",,"du,dju,skul,məskitəʊ,skɜt,spɪt,blu,bambu,skwɪd,nju","sɪblɪŋz,spɹɪŋ,spɹɪŋ,bɹɪk,pʌblɪk,pɹəʊɡɹamə,splɪt,skɹɪpt,laɪbɹəɹi,sɪɹamɪk",,"stju,dju,nju,ju,ju,vju,stɹɔ,mɔ,skaɪ,dɹɔ",,"ʃɛdjul,baskɪtbɔl,səʊləsɪstəm,kalkjʊleɪt,nɛbjʊlə,vɒlkeɪnəʊ,pɒpjʊleɪʃən,beɪsbɔl,maɡnɪtjud,vɒlɪbɔl",,"vɒləntəɹi,ɛnvaɪɹənmənt,faɪnəli,sɪnəmən,mɪnɪməm,linɪənt,vɐnɪlə,ɪkɒnəmi,ɐnɛməni,ɡɹəneɪd",,,,,,,"hi,hɪt,sɪt,smuði,si,si,skup,vɛt,splɪt,dju",,"nju,dju,stju,ju,ju,ɛndjʊə,vju,kəntɪnju,ɑɡju,mɒnjumənt","dɹɪŋk,daɪnɪŋɹum,nju,swɒmp,dju,hɜt,sɛkɹətɹi,ni,zəʊdiak,stju","zəʊdiak,nju,ɑɡju,ɛntəteɪnmənt,sɛkɹətɹi,dju,ɐtɛnd,iɡɹət,stamp,wɒlɹəs","deɪnd͡ʒəɹəs,sɛkɹətɹi,ɔlðətaɪm,kamfətɹi,mɜkjʊɹi,d͡ʒɛləs,swɒləʊbɜd,tɛknɒləd͡ʒi,ɔdɪnəɹi,paɹət",,"ɪ 16%, ə 13%, t 11%, n 11%, s 10%, ɹ 8%, k 8%, l 8%, m 7%, p 7%"
əŋ,"kwin,klin,kɹeɪn,kɹeɪn,pleɪn,pleɪn,splin,wɛn,wɛn,ðɛn",,"mɛməɹi,mʌlbəɹitɹi,faɪnəli,stɹɔbəɹi,maməl,maɹi,ɹɪspɒnsɪbəl,pɒmɪɡɹaneɪt,ɑbɪtɹəɹi,sməʊk","θɹi,θɹɛd,fɹɒm,silɪŋ,tɹʌk,wɔm,jʌŋ,slaɪd,slaɪd,tɹi","ɡəʊ,ləʊ,dəʊ,bəʊ,kaʊ,wil,ɡəʊl,sləʊ,snəʊ,ɹəʊl","dəʊ,təʊ,bəʊ,nəʊ,snəʊ,stil,ɡəʊ,stju,skəʊld,sɛnd","vɪnɪɡə,maksɪməm,ɛkspɛɹɪmənt,flɐmɪŋɡəʊ,ɪmad͡ʒɪn,ɡɔlbladə,dɹaɡənflaɪ,pɹaɪmmɪnɪstə,ɛɡzaktli,fɪŋɡə","tɔneɪdəʊ,ɹeɪnbəʊ,ɹaɪnəʊ,bəʊ,ɡəʊ,tɹɛmbəl,kɹeɪn,kɹeɪn,sid,tɹampəlin","kwin,kɹim,klin,kɹeɪn,kɹeɪn,skɹin,skɹim,tɹɛmbəl,tɹampəlin,kleɪ",,"bɹeɪk,weɪt,weɪt,ɹeɪk,ɛɡwaɪt,eɪt,pleɪt,keɪk,leɪk,beɪk","pɹeɪ,ðeɪ,bɹeɪn,pleɪ,pleɪ,weɪ,peɪnt,fɛns,bɛnt͡ʃ,faɪbə","tɔneɪdəʊ,tɛknɒləd͡ʒi,vɒlkeɪnəʊ,neɪm,dəʊneɪt,maɪkɹəʊweɪv,ɡɹəneɪd,d͡ʒəɹeɪniəm,təmɒɹəʊ,t͡ʃɛləʊ","ləʊ,stil,ɹaɪnəʊ,steɪbəl,steɪ,hu,hələʊ,nəʊ,dəʊ,spid",,,"mɪnɪməm,ɛlɪmənt,ɪmad͡ʒɪn,maksɪməm,məʊmɛntəm,vɪnɪɡə,ɛnəd͡ʒi,kɹɪsanθəməm,maɡɐzin,ɹɪmɛmbə",,"ɡəʊld,ɡəʊl,ɡəʊldən,kandi,əʊld,əʊld,kəntɹəʊl,snəʊ,ɡəʊ,kəʊld","mɛməɹi,daɪnɪŋɹum,ɔdɪnəɹi,ɪmidɪətli,haʊmɛni,d͡ʒanjuəɹi,faɪnəli,kamfətɹi,d͡ʒəɹeɪniəm,vakjumklinə","eɪnd͡ʒəl,kɹim,daɪnɪŋɹum,ɐɹeɪnd͡ʒ,dɹim,deɪnd͡ʒəɹəs,tɔneɪdəʊ,tsunɑmi,nɛptjun,ɪnfɔm","eɪnd͡ʒəl,steɪbəl,eɪbəl,kamfətɹi,teɪbəl,teɪbəl,ɐɹeɪnd͡ʒ,deɪnd͡ʒəɹəs,stɹeɪnd͡ʒ,stɹeɪnd͡ʒ",,"ə 16%, ɪ 14%, n 12%, ɹ 10%, l 9%, t 8%, i 8%, k 8%, m 8%, ʊ 7%"
ɤʊ,"ðeɪ,ðeə,θɜzdeɪ,smuði,mʌndeɪ,veɪn,feəɹi,heə,tjuzdeɪ,hɛvi",,"hi,hapi,mʌŋki,hɛvi,θɪk,θɪk,hɪl,hɪp,ɛmpti,θɪŋ","mʌŋki,əʊkeɪ,peɪ,paŋkeɪk,keɪk,hapi,stɪŋki,ɑkɪtɛkt,hʌɹɪkeɪn,beɪbi","neɪkɪd,maθɪmatɪks,mɑkɪt,bak,baɡ,katəpɪlə,ɑkɪtɛkt,bɪldɪŋ,ɐtak,bɪɡ","hand,kandi,fan,pan,kan,fɑm,stand,skan,ɒn,kamfətɹi",,,,,"mɑkɪt,neɪkɪd,atɪk,hapi,əʊkeɪ,mʌndeɪ,mʌŋki,hi,θɪk,θɪk","hapi,mʌŋki,mɑkɪt,atɪk,hi,stɪŋki,sɪti,θɪk,θɪk,neɪkɪd","hi,lɛnd,stɪl,θɜsti,fild,ɐtɛnd,ni,hɪl,θɜzdeɪ,stɪk",,,,"hi,hɛvi,hapi,vɛɹi,mʌŋki,pɒpi,haɪ,hɪl,θɹɪfti,ðeɪ",,"katəpɪlə,ɐtak,hapi,bɪldɪŋ,kaktəs,əʊld,əʊld,ɡɪv,ɑkɪtɛkt,hapɪnəs","θɜzdeɪ,mʌndeɪ,kandi,θɹi,ɪndʌstɹi,ɐsjum,sʌndeɪ,kamfətɹi,dɪsdeɪn,ɹɛfəɹi","θɜzdeɪ,ɐtɛnd,θɜsti,mʌndeɪ,ɪndʌstɹi,ʌndəstand,kandi,stand,sʌndeɪ,dɪsdeɪn","θɜsti,θɹɪfti,hi,hapi,θɜzdeɪ,stɪŋki,ti,steɪ,θɹi,sɪti","hɪl,mɪl,mɑkɪt,spɪl,heɪl,stɪl,hapi,bɪldɪŋ,nɜv,sneɪl","ɪ 21%, t 12%, i 12%, k 11%, d 8%, n 8%, e 8%, s 7%, l 7%, a 7%"
ɨ,,,,,,,,,,"bɹeɪk,zɛbɹə,ɹeɪk,bɹɪk,laɪk,laɪk,leɪk,laɪbɹəɹi,ɹɪɡɹɛt,blak",,,"zɛbɹə,bɹeɪk,sɪblɪŋz,sʌmtaɪmz,laɪbɹəɹi,ɹɪɡɹɛt,bladə,ʃeɪp,standəd,steɪbəl","keɪk,bɹeɪk,ʃeɪk,teɪk,t͡ʃizkeɪk,leɪk,steɪbəl,fɔwəd,ɹeɪk,bɹant͡ʃ",,,,,,,,,,"ɪ 16%, t 11%, ə 11%, k 10%, l 10%, a 10%, ɹ 9%, s 8%, e 7%, p 7%"
ɯʌ,,,"kɔz,kɒf,wɒʃ,ɡus,mɪks,fɪks,bɒks,waks,bɪkɒz,kɔt","kɒfi,fɪks,kɹaɪ,kɑ,kɒf,pɹɪdɪkt,kleɪ,kʊk,kʊk,kɒnflɪkt","kɔz,kul,kɔ,waks,kɒf,ɡɹas,kɔl,kɒfi,ɡus,ɡɹɪd","mɪnt,pɛŋɡwɪn,mɪnɪt,pɹɪnt,wɪnd,dɹɪŋk,kɹeɪn,kɹeɪn,ɡɹɪd,wɪn",,,,"lɪɹɪks,ɹɪlaks,ɡɹas,ɡlas,kɒntɹakt,ɡɹeɪ,ɹɪɡɹɛt,ɡladɪəʊləs,dɹɪŋk,ɡɑlɪk","kɒf,dɹɪŋk,kʊk,kʊk,wɒʃ,bɹɪk,ɡɹɪd,kɒfi,ɡus,ɡɹeɪ","ɡɑbɪd͡ʒ,ɡaɹɪd͡ʒ,kaɹɪktə,pɹɪdɪkt,lɪɹɪks,kabɪd͡ʒ,dɹɪŋk,bɪkɒz,ɡɑlɪk,dɪɡ","dɹɪŋk,dwɔf,nju,kɒntɹakt,dju,djʊəɹɪŋ,wɒlɹəs,ɒstɹɪt͡ʃ,ɛndjʊə,dɹɛs","kɒnt͡ʃ,ɡaɹɪd͡ʒ,ɡɑlɪk,wɪtθ,kɑ,wɒʃ,kʌlt͡ʃə,wɪt͡ʃ,wʊlf,ɡɹas",,,"kɒf,kɒfi,kɔz,ɡus,kɑ,kɔ,kɔt,wɒʃ,dɹɪŋk,bɪkɒz",,"kɜvd,kɒf,kɑ,ɡus,ɡɪv,kɔz,ɡɪft,ɡɹin,kɑt,ɡɛs","dɹɪŋk,dwɔf,kɑt,kɒf,djʊəɹɪŋ,ʃɹɪŋk,kɑ,tɹi,kʌt,pɑk","dɹɪŋk,kɒntɹakt,ɡɹas,kʌt,aŋɡɹi,kɔt,kɒkteɪl,dɹɛs,ɡɛs,kɑt","kɑ,kɑt,kat͡ʃ,kamfətɹi,paŋkɹiəs,kɑd,kaɹɪktə,kan,kaktəs,ɡaɹɪd͡ʒ","kɒf,dwɔf,kɔz,kɜvd,wɒʃ,kɔ,kɑ,ɡus,ɡɪv,wɪnd","k 20%, ɪ 17%, ɹ 11%, t 10%, s 8%, a 8%, l 7%, n 7%, d 7%, ɡ 6%"
ɻ,,,,,,,,,,,,,,,,,,,,"bim,bin,dɹim,tuθ,sut,tul,sup,ɪməʊʃən,ivən,ivən","tul,bim,tuθ,ɹul,fəʊld,ɹəʊl,lif,ɹif,ivən,ivən","tuθ,tul,ɹəʊst,fəʊld,stip,ɹəʊl,ɒfən,dip,stim,bim",,"l 15%, ə 14%, ɪ 11%, i 11%, t 10%, u 9%, ɹ 9%, n 8%, ʊ 7%, d 6%"
ʊŋ,,"wiv,təɡɛðə,paʊdə,weɪv,bəlun,bɹeɪv,pɪvət,ivən,ivən,ɡɪv","peɪn,eɪbəl,teɪbəl,teɪbəl,ɛkspɛnsɪv,pɹiviəs,feɪz,bʌbəl,feɪməs,peɪpə","ɛkspiəɹɪəns,peɪn,peə,peə,peɪpə,ɛkspɛnsɪv,ɛkspleɪn,kəmpeə,beə,beə","wiv,tul,liv,liv,pɪvət,ɡɪv,weɪv,ɹul,skwiz,luz",,"junɪvɜs,dwɔf,ɹɪvə,skwiz,nɜvəs,ɡɪv,wɒnt,pɪvət,dɛzət,təɡɛðə",,,"labəɹɪnθ,lɛvəl,tɹavəl,dʌbəl,avəlanʃ,tɹɛmbəl,lɛnz,dɛvəl,bʌbəl,ɹeɪnbəʊ","ɪnsɛns,ɛvɪdəns,ɪmpʌls,sɪns,ɪnsaɪd,d͡ʒɔɪnts,ɪnsɜt,ɹuf,pɹɪns,dɛns","sɪns,ɪnsɛns,fɛns,dɛns,pɹɪns,pants,hɛlθi,ɛkspɛnsɪv,dɛnsɪti,d͡ʒɔɪnts","dɪspleɪsmənt,ɛkspɛɹɪmənt,tɹanspaɹənt,teɪbəltɛnɪs,mʌlbəɹitɹi,tɹeɪndɹaɪvə,ɡɹandmʌðə,ɹɪlis,ɹeəli,tɹeɪs","sɪns,ɹɛnt,dɛnsɪti,sɛntɪpid,sɪlk,hɛlθi,dɛns,sɪmɛnt,dɛntɪst,si",,,"bʌbəl,pəlismən,mʌlbəɹitɹi,ɒpəɹə,pjupəl,stɹɔbəɹi,bɛvəɹɪd͡ʒ,pɹɒbəbəl,dʌbəl,pəlut",,"təɡɛðə,ɛvɪdəns,pɪvət,kjukʌmbə,kəmpjutə,bɛvəɹɪd͡ʒ,ɡɪv,əbʌv,ivən,ivən",,"tɛmpəl,teɪbəltɛnɪs,sɪmɛnt,dɪsɛnd,peɪnt,sɛnd,bɛnd,dɪsɛmbə,sɛptɛmbə,pɔɪnt","teɪbəltɛnɪs,tɛmpəl,sɪmɛnt,sɛptɛmbə,ɛkspɛɹɪmənt,sɛntɪpid,pɹɪnsɛs,pʌmpkɪn,dɪsɛmbə,peɪnt",,"ə 15%, ɪ 15%, n 11%, s 11%, l 10%, t 10%, p 8%, ɹ 7%, i 7%, ɛ 7%"
∅,,,,,,,,,,,,,,,,,,,"diteɪl,tim,ɡeɪm,baθɹum,bin,bim,ivən,ivən,ɡɪft,stim",,,,,"ə 15%, n 14%, t 12%, i 12%, ɪ 10%, l 8%, k 8%, d 8%, e 8%, m 6%"
,"ɪ 19%, n 12%, ə 10%, t 10%, ɹ 9%, l 9%, p 9%, k 8%, i 7%, e 7%","ə 18%, ɪ 12%, i 10%, v 10%, u 10%, l 9%, n 9%, t 8%, d 7%, ɹ 7%","ɪ 15%, ə 14%, k 12%, t 10%, l 9%, s 9%, a 8%, p 8%, n 8%, i 7%",,"ə 21%, ɪ 11%, l 11%, n 11%, i 9%, k 9%, t 9%, s 8%, ɹ 6%, a 6%","ə 15%, n 12%, ɪ 12%, s 12%, t 11%, a 9%, d 8%, ʊ 7%, l 7%, m 7%","ə 19%, ɪ 13%, n 12%, a 10%, t 10%, d 8%, ʊ 8%, s 7%, l 7%, m 6%","ɪ 15%, t 13%, ə 12%, l 11%, p 10%, s 9%, n 9%, a 8%, k 7%, ɹ 6%",,"ə 15%, ɪ 13%, l 12%, t 11%, ɹ 11%, a 9%, n 9%, s 8%, k 6%, d 6%","ɪ 18%, ə 13%, t 11%, k 11%, n 9%, s 9%, l 9%, a 7%, ɹ 7%, p 6%",,"ɪ 17%, l 11%, t 11%, s 11%, ə 11%, ɹ 9%, n 8%, k 8%, a 8%, d 6%",,"ɪ 17%, ə 16%, n 12%, s 10%, t 9%, l 9%, k 8%, ɹ 6%, m 6%, a 6%",,"ə 15%, ɪ 14%, l 13%, a 9%, k 9%, t 9%, ɹ 8%, n 8%, s 8%, i 7%","ɪ 17%, n 13%, ə 13%, a 10%, s 9%, t 9%, m 9%, l 7%, ɹ 7%, i 6%","ə 18%, n 13%, ɪ 12%, k 11%, t 10%, d 8%, a 8%, i 8%, l 7%, ʊ 6%","t 13%, ə 13%, ɪ 12%, ɹ 12%, l 10%, n 10%, s 9%, i 7%, k 7%, a 7%","ɪ 14%, t 14%, ə 12%, s 11%, n 10%, ɹ 9%, l 9%, k 8%, d 7%, a 7%",,"ɪ 16%, ə 15%, n 13%, s 11%, t 9%, a 9%, m 7%, l 7%, d 7%, k 6%"
