,f,j,k,kʰ,l,m,n,p,pʰ,s,t,tʰ,t͡s,t͡sʰ,t͡ɕ,t͡ɕʰ,x,ɕ,ɻ,ʂ,ʈ͡ʂ,ʈ͡ʂʰ,∅
ɑʊ,,,"wɜlpul,pul,kul,haɪt,kɔl,haɪd,ʃeɪk,pɔt,pʊt,kibɔd","pəlut,ʃakəl,bəlun,kul,tul,kɔl,t͡ʃizkeɪk,sɪkəl,kʌlt͡ʃə,wɜlpul","baɪɒləd͡ʒi,pɪd͡ʒən,skul,kul,wɜlpul,ɹulə,tul,pit͡ʃ,bit͡ʃ,bit͡ʃ","skəʊld,spɪl,wʊl,bəʊl,ɡəʊld,sɒlt,ɡəʊl,spid,skul,spiə","spaɪdə,ɡaɹɪd͡ʒ,ɡɔlbladə,baɪɒləd͡ʒi,badmɪntən,skeɪlz,standəd,spɪndəl,maɹɪɡəʊld,spɪnɪt͡ʃ","paɪnapəl,pɛtəl,ʃʌtəl,mɛtəl,həʊl,həʊl,hɒspɪtəl,apəl,ʃakəl,pɛsəl","spɹɛd,hi,hapi,pil,stil,apəl,haɪd,sil,kɹɔl,pi","ʃaʊə,saʊə,fit͡ʃə,tjubə,saʊnd,ʃɛdjul,faɪd͡ʒ,haʊmʌt͡ʃ,kjub,paʊə","wɜlpul,spaɪk,pɪkəl,laɪk,laɪk,haɪt,pik,haɪd,kul,skul","keɪk,kʌlt͡ʃə,pɪkəl,steɪbəl,haɪd,t͡ʃizkeɪk,laʊdspikə,kibɔd,spid,waɪd","lɪli,ɹɪlɪd͡ʒən,wɜk,laɪlək,ɹɪlis,laɪ,laɪ,dɪlɪd͡ʒənt,stɹɛt͡ʃ,lɛɡ","stɹɔbəɹi,laɪ,laɪ,hi,dɹaɡənflaɪ,ɜlɪ,stɑ,wɜd,stɹɛt͡ʃ,ɹɛdi",,,"ɹɛkɔd,kʌɹi,kɔn,kɔ,kɑ,kʌt,bɔd,pɔ,kɔl,kɔt",,,"ɐsjum,ɹɛfəɹi,stjuədɛs,tɹi,swɒmp,nɜsəɹi,djʊəɹɪŋ,swɛt,stju,nju","stjuədɛs,swɒn,ɐsjum,standəd,stand,nɜsəɹi,stɹɛt͡ʃ,nɜs,swɒmp,dafədɪl","ti,θɜsti,si,si,θɹi,stjuədɛs,stɹɔbəɹi,swɒn,stɹɛt͡ʃ,ɹɛfəɹi",,"l 13%, ə 13%, ɪ 13%, s 12%, t 11%, k 9%, a 9%, i 8%, d 6%, n 6%"
ən,"mɪnɪt,pɹɪnt,mɜkjʊɹi,lɪnɪn,skwɒt,bʊk,wɪn,mɪnɪməm,bɑk,bɑk",,"baskɪtbɔl,skɜt,spɪt,skul,spɔt,skwɪd,dju,skɹɪpt,stju,nju","pɹəʊɡɹamə,pɹəʊɡɹam,skwɒt,kləʊk,pɹeɪ,ɹəʊbɒt,skɹɪpt,bɹeɪk,bɒɹəʊ,ʃeɪp",,"stju,dju,spɪt,nju,skwɒt,smuði,skaɪ,njuzpeɪpə,speɪs,spiə",,"ʃɛdjul,baskɪtbɔl,tjulɪp,beɪsbɔl,maɡnɪtjud,nɛbjʊlə,səʊləsɪstəm,nɛptjun,vɒlɪbɔl,mɜkjʊɹi",,"mɪnɪməm,mɛməɹi,pɹaɪmmɪnɪstə,t͡ʃɪmni,faɪnəli,ɐnɛməni,haʊmɛni,siɐnɛməni,anɪməl,ɛlɪmənt",,,,,,,"bɔɪ,smuði,bɔd,bʊk,ɡʊd,dju,skup,hi,si,si",,"stju,nju,stjudənt,tjuzdeɪ,dju,mɒnjumənt,ɛndjʊə,kəntɪnju,stjuədɛs,ju","neɪm,ɔdɪnəɹi,deɪ,wɒt,seɪm,skwɒt,zəʊdiak,sɪmfəni,dɪsdeɪn,swɒn","zəʊdiak,sʌndeɪ,swɒləʊ,ɹəʊbɒt,sɛkɹətɹi,ɔdɪnəɹi,tjuzdeɪ,ɔlðətaɪm,skwɒt,nɜsəɹi","ɔlðətaɪm,sɛkɹətɹi,nɛptjun,deɪnd͡ʒəɹəs,tɛknɒləd͡ʒi,kamfətɹi,ɔdɪnəɹi,baɪɒləd͡ʒi,swɒləʊbɜd,mɜkjʊɹi",,"ɪ 16%, s 13%, ə 12%, t 12%, n 11%, ɹ 8%, m 7%, p 7%, k 7%, l 7%"
əŋ,"wɪn,kɹeɪn,kɹeɪn,ɹeɪn,veɪn,ɹɪstɹeɪn,ðɛn,pleɪn,pleɪn,wɛn",,"mʌlbəɹitɹi,ɹɪspɒnsɪbəl,ɑbɪtɹəɹi,ləʊkʌsttɹi,stɹɔbəɹi,mɛməɹi,pɒpi,faɪnəli,kɒɹəl,əʊnli","θɹi,θɹɛd,fɹeɪm,slip,slɪm,fɹiz,silɪŋ,fɹɛnd,fɹɒm,sil","ləʊ,dəʊ,ɹif,ɹəʊl,lif,kaʊ,ɡəʊ,nəʊ,təʊ,snəʊ","dəʊ,ɹəʊl,stəʊn,snəʊ,skəʊld,stand,bəʊl,nəʊz,ɡəʊl,ɹəʊz","pɹaɪmmɪnɪstə,waiə,kʌlt͡ʃə,ɡɔlbladə,ɪmad͡ʒɪn,wɪntə,ɛnd͡ʒɪn,kɛmɪstɹi,d͡ʒɪnd͡ʒə,ɹɪmɛmbə","tɹeɪn,tɹeɪn,ɹeɪn,kɹeɪn,kɹeɪn,seɪn,stɹeɪnd͡ʒ,stɹeɪnd͡ʒ,ɹeɪnbəʊ,tɹeɪ","tɹeɪn,tɹeɪn,kɹeɪn,kɹeɪn,tɹeɪ,stɹeɪnd͡ʒ,stɹeɪnd͡ʒ,pɹeɪ,tɹi,kleɪ",,"weɪt,weɪt,weɪ,bɹeɪk,ɹeɪk,eɪkɔn,weɪtə,ɹeɪdɪeɪt,pɹeɪ,eɪt","pɹeɪ,bɹeɪn,ðeɪ,pleɪ,pleɪ,haɪdɹeɪnd͡ʒə,weɪ,ɡɹeɪ,peɪ,ɹeɪ","tɔneɪdəʊ,d͡ʒəɹeɪniəm,tɛknɒləd͡ʒi,dəʊneɪt,ɐksɛləɹeɪʃən,neɪm,eɪkɔn,d͡ʒɪm,t͡ʃɛləʊ,ɛkspləʊd","ɹaɪnəʊ,steɪ,ləʊ,steɪbəl,steɪn,nəʊ,ɹeɪ,teɪbəl,teɪbəl,stim",,,"ɪmad͡ʒɪn,ɹɪmɛmbə,d͡ʒɪm,pɹaɪmmɪnɪstə,mɪnɪməm,vɪnɪɡə,t͡ʃɪmni,nəʊvɛmbə,d͡ʒɛndə,d͡ʒɪŋkɡəʊ",,"tjuzdeɪ,ɹif,ɡəʊldən,kandi,ɡəʊl,d͡ʒun,ɹəʊl,kəntɹəʊl,keɪɒs,ɹul","ɔdɪnəɹi,deɪnd͡ʒəɹəs,neɪm,ɡeɪm,əɹɪd͡ʒɪnəli,daɪnɪŋɹum,d͡ʒəɹeɪniəm,ɡasəlin,eɪnd͡ʒəl,fɹeɪm","deɪnd͡ʒəɹəs,eɪnd͡ʒəl,ɔdɪnəɹi,dɪkʃənəɹi,ɐksɛləɹeɪʃən,ɐɹeɪnd͡ʒ,ɑbɪtɹəɹi,tɹeɪn,tɹeɪn,d͡ʒəɹeɪniəm","eɪnd͡ʒəl,deɪnd͡ʒəɹəs,ɔdɪnəɹi,eɪpɹəl,steɪbəl,teɪbəl,teɪbəl,ɑbɪtɹəɹi,ɐɹeɪnd͡ʒ,stɹeɪnd͡ʒ",,"ɪ 18%, ə 14%, n 12%, ɹ 10%, e 10%, l 9%, t 8%, s 8%, i 6%, ʊ 6%"
ɤʊ,"ðeɪ,θɜzdeɪ,mʌndeɪ,smuði,ðeə,stju,ɛndjʊə,hɛvi,tjuzdeɪ,beɪsbɔl",,"hi,hɛvi,mʌŋki,hɛlθi,bɔɪ,haɪ,ɐfɛkt,θɪŋk,hɛd,fild","əʊkeɪ,peɪ,mʌŋki,hi,keɪk,stɪŋki,kʊki,hɛvi,ɑkɪtɛkt,hɛlθi","θɜzdeɪ,meɪ,ðeɪ,meɪbi,steɪ,neɪkɪd,θɜsti,baɡ,steə,stɪŋki","hand,ɡɹandmʌðə,fɑm,fan,vɒljum,nɛptjun,stand,pandə,θɜsti,stɛpfɑðə",,,,,"hi,θɪk,θɪk,neɪkɪd,mʌndeɪ,θɪŋ,əʊkeɪ,ðeɪ,mɑkɪt,pɪɡ","hi,ðeɪ,hapi,peɪ,θɪk,θɪk,mʌŋki,pi,θɪŋ,pɪɡ","hi,θɜsti,fild,lɛnd,land,hɪl,ni,dɜti,valɪ,smuði",,,,"hɛvi,bʌtəflaɪ,bʌt,hi,pɜfɛkt,vɛɹi,bɔd,θɪŋk,ðeɪ,mʌŋki",,"nɛɡətɪv,nɜv,stɪŋki,aftə,kaktəs,ɜθ,ɜθ,dɜti,θɜsti,meɪbi","θɜzdeɪ,mʌndeɪ,ɐsjum,θɜsti,mʌʃɹum,ɐtɛnd,nɜsəɹi,hɜt,ɪndʌstɹi,sɛkɹətɹi","θɜzdeɪ,θɜsti,ɐtɛnd,ʌndəstand,mʌndeɪ,ɪndʌstɹi,stand,dɜti,ɪntɹɛstɪŋ,nɜsəɹi","hi,θɜsti,stɪŋki,θɜzdeɪ,steɪ,θɹɪfti,ti,dɜti,hɛvi,si","hɪl,stɪl,nɜv,spɪl,heɪl,ɹʌf,kɪl,fɪl,lʌv,mɪl","ɪ 19%, t 13%, i 11%, k 10%, s 9%, d 8%, e 8%, n 8%, ə 7%, l 6%"
ɨ,,,,,,,,,,"laɪbɹəɹi,laɪk,laɪk,ɹap,satəlaɪt,blak,ɹaɪm,ɹaɪt,ɹaɪt,ɹaɪt",,,"sʌmtaɪmz,sɛntɪpid,laɪbɹəɹi,teɪbəl,teɪbəl,zɛbɹə,pʌblɪk,steɪbəl,sɪblɪŋz,paɹət","steɪbəl,teɪbəl,teɪbəl,keɪk,teɪk,bɹeɪk,steɪd͡ʒ,hɛd͡ʒhɒɡ,keɪd͡ʒ,ʃeɪk",,,,,,,,,,"ɪ 18%, l 11%, t 11%, a 11%, ə 10%, p 9%, k 9%, s 8%, ɹ 7%, e 7%"
ɯʌ,,,"kɔz,ɡus,ɡʌts,ɡɹas,kɔt,ɡlas,kʌt,ɡɛs,fɪzɪks,fɪks","kɹaɪ,kɒfi,kɹɒs,kʊki,fɪks,klɒθ,waɪ,kʊk,kʊk,wɒʃ","kɔ,kul,waks,kɔz,kɒfi,fɪzɪks,ɡɹɪd,fɪks,ɡʊəd,mɪks","mɪnt,wɪnd,ɡʊdbaɪ,mɪnɪt,dɪnaɪ,wɒt,pɹaɪmmɪnɪstə,pɹɪnt,ɡɹeɪ,wɪn",,,,"ɡɹas,ɡlas,ɡɹandmʌðə,ɡɹandfɑðə,lɪɹɪks,ɡɹɪd,dɹɪŋk,ɡɑlɪk,ɹɪɡɹɛt,ɡladɪəʊləs","ɡɹɪd,kʊk,kʊk,bɹɪk,wɒʃ,kɹɪkɪt,ɡɹas,ɡus,ɡɒd,bʊk","ɡaɹɪd͡ʒ,ɡɑbɪd͡ʒ,bʊt͡ʃə,dansə,bɒdɪɡɑd,lɪtɹɪt͡ʃə,ɡɒd,kabɪd͡ʒ,tɹɛʒə,bazəl","wɒlɹəs,kɒntɹakt,ɡɹandfɑðə,ɡɹandmʌðə,dɹɪp,dɪstɹɪkt,nju,dwɔf,dju,ɛndjʊə","ɡaɹɪd͡ʒ,ɡɹavɪti,ɡɹandfɑðə,kwɪlt,wɪtθ,wɒʃ,kɑ,ɡɪlti,kʌvə,valɪ",,,"kɔz,kɒfi,kɒf,ɡus,kɔt,kɔ,kɑ,wɒʃ,kʌt,kɹaɪ",,"ɡɪv,kɜvd,ɡɹin,ɡɪft,ɡɹaʊnd,kɒf,ɡus,ɡɹas,keɪɒs,kɔz","dɹɪŋk,dwɔf,sɛnd,hɜt,dɹɛs,tɹeɪndɹaɪvə,hʌndɹɪd,tɹi,dɹaɪ,djʊəɹɪŋ","dɹɪŋk,dɪsɛnd,dɪstɹɪkt,kɒntɹakt,aŋɡɹi,ɐfɛkt,ɡɹandsʌn,dɹɛs,kandi,ɡɹas","kamfətɹi,tɹɛʒə,kɒntɹakt,kɑ,tɹi,kat͡ʃ,kandi,ɡɹandfɑðə,kasəl,pɹɛʃə","ɡɹɪd,dwɔf,kɒf,wɒʃ,kwɪlt,kɑ,kɔz,ɡɹas,kɜvd,wɪnd","ɪ 16%, k 15%, ɹ 10%, t 10%, a 9%, n 9%, s 8%, d 8%, ə 8%, ɡ 7%"
ɻ,,,,,,,,,,,,,,,,,,,,"tuθ,tul,lus,ɹul,sut,ɪməʊʃən,luz,luz,pul,ɹut","tul,pʊl,tuθ,ɹəʊl,pul,fəʊld,ɹul,əʊld,əʊld,ɒfən","tul,tuθ,ɹəʊst,ɹəʊl,fəʊld,dɒl,pul,fʊl,pʊl,skul",,"l 16%, ə 13%, t 13%, ʊ 10%, ɪ 10%, s 9%, u 9%, n 7%, ɹ 6%, i 6%"
ʊŋ,,"weɪv,bɹeɪv,wiv,ɛvɪdəns,bəlun,paʊdə,bɹið,ɹeɪvən,təɡɛðə,feɪz","pɹɪns,ɪmpʌls,ɪnsɛns,kəʊɪnsɪdəns,pants,ɛvɪdəns,pɹɪnsɛs,pɹɛfɹəns,ɛkspɛnsɪv,ɪnsaɪd","pɹɪns,ɛkspiəɹɪəns,apəlpaɪ,kəʊɪnsɪdəns,saiəns,haɪɐsɪnθ,kɑpəntə,pəfɔməns,ɪnsɛns,ɛvɪdəns","wiv,liv,liv,weɪv,tul,luz,luz,iɡəl,ɹul,sikwəns",,"kʌvə,ɡɹandfɑðə,təɡɛðə,ɹɪvə,bɹʌðə,dans,ʌðə,ɡɪv,az,avəkɑdəʊ",,,"labəɹɪnθ,lɛnz,ɹeɪnbəʊ,ɹʌbə,tɹansleɪt,tɹampəlin,sɪns,lɛŋθ,pɹɪns,tɹɛmbəl","ɪnsɛns,pants,ɪmpʌls,ɪnsaɪd,pɹɪns,ɛvɪdəns,kəʊɪnsɪdəns,sɪns,d͡ʒɔɪnts,t͡ʃans","sɪns,ɪnsɛns,pɹɪns,kəʊɪnsɪdəns,pants,fɛns,ɪnsaɪd,dɛns,dɛnsɪti,dans","lɪɹɪks,ɹɪspɒnsəbɪlɪti,ɹɪlis,labəɹɪnθ,lɪli,ɡɹandfɑðə,pɹɪnsɛs,lɪvɪŋɹum,t͡ʃalɪnd͡ʒ,ɪlɛktɹɪsɪti","sɪns,lamp,dans,slantɪd,sɪlk,ɹɛnt,vɪzɪt,pɹɪnt,labəɹɪnθ,dɛnsɪti",,,"stɹɔbəɹi,bʌbəl,mʌlbəɹitɹi,bɛvəɹɪd͡ʒ,pjupəl,ɹʌbə,θɹʌʃbɜd,pɹɒbəbəl,mʌðəɹɪnlɔ,dʌbəl",,"ɛvɪdəns,təɡɛðə,pɪvət,hɪbɪskəs,pəfɔməns,tjubə,bɛvəɹɪd͡ʒ,bakwədz,ɪmpʌls,paʊdə",,"pɹɪnt,pɹɪnsɛs,ʃɹɪmp,kʌmpəs,sɪmɛnt,pɹɪns,teɪbəltɛnɪs,sɪns,dɹɪŋk,ɪmpʌls","pɹɪnsɛs,teɪbəltɛnɪs,pɹɪns,sɪmɛnt,pɹɪnt,pɹɪntə,sɪblɪŋz,kʌmpəs,sɪns,fɪnɪʃ",,"ɪ 16%, ə 14%, n 13%, s 11%, t 9%, l 9%, p 8%, ɹ 8%, a 6%, k 6%"
∅,,,,,,,,,,,,,,,,,,,"ɹeɪvən,ivən,ivən,ʌniən,ʌvən,tim,ɡeɪm,kənteɪn,ɡɪv,ɡɪft",,,,,"ə 17%, n 16%, t 12%, i 11%, ɪ 10%, d 9%, e 8%, s 6%, k 6%, v 5%"
,"ɪ 22%, n 11%, t 10%, ɹ 9%, k 9%, ə 8%, l 8%, b 8%, p 8%, e 7%","ə 21%, ɪ 13%, l 11%, v 11%, ɹ 8%, n 8%, i 8%, b 7%, s 7%, d 6%","ɪ 14%, ə 12%, k 12%, t 12%, s 10%, l 9%, p 9%, a 8%, n 8%, ɹ 6%",,"ə 21%, l 12%, i 11%, ɪ 10%, n 9%, k 8%, t 8%, s 7%, a 7%, ɹ 6%","ə 16%, n 13%, s 12%, ɪ 12%, t 10%, a 9%, d 9%, l 7%, m 7%, ʊ 6%","ə 19%, ɪ 13%, n 12%, a 10%, l 9%, t 8%, ʊ 8%, d 8%, s 7%, ɹ 7%","t 14%, ə 14%, ɪ 14%, l 10%, s 10%, p 9%, n 8%, a 8%, k 7%, ɹ 6%",,"ɪ 14%, ə 14%, l 12%, n 11%, ɹ 10%, a 10%, t 10%, s 8%, k 6%, d 6%","ɪ 18%, ə 12%, t 11%, k 11%, l 9%, s 9%, n 8%, a 8%, ɹ 7%, p 7%",,"ɪ 18%, t 11%, l 11%, ə 11%, s 10%, ɹ 9%, n 8%, a 8%, k 8%, d 6%",,"ɪ 18%, ə 17%, n 11%, s 10%, t 9%, k 9%, l 8%, ɹ 7%, ɛ 6%, m 6%",,"ə 14%, ɪ 14%, l 13%, a 10%, k 10%, t 10%, n 8%, ɹ 8%, s 8%, p 6%","ɪ 16%, ə 14%, n 13%, s 10%, m 10%, a 10%, t 9%, l 7%, i 6%, ɹ 6%","ə 18%, n 13%, ɪ 12%, t 10%, i 9%, k 9%, s 8%, d 8%, a 7%, l 7%","ə 13%, ɪ 13%, t 13%, n 11%, ɹ 11%, s 10%, l 9%, d 7%, i 7%, a 6%","ɪ 16%, t 14%, s 12%, ə 11%, n 10%, ɹ 9%, k 9%, d 7%, l 7%, a 6%",,"ɪ 16%, ə 14%, n 11%, t 11%, s 10%, a 9%, k 8%, l 7%, d 7%, m 7%"
